Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Marked as	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundances (Normalized): F1: 126, Sample, A1, n/a"	"Abundances (Normalized): F1: 127N, Sample, A2, n/a"	"Abundances (Normalized): F1: 127C, Sample, A3, n/a"	"Abundances (Normalized): F1: 128N, Sample, A4, n/a"	"Abundances (Normalized): F1: 128C, Sample, A5, n/a"	"Abundances (Normalized): F1: 129N, Sample, n/a, B1"	"Abundances (Normalized): F1: 129C, Sample, n/a, B2"	"Abundances (Normalized): F1: 130N, Sample, n/a, B3"	"Abundances (Normalized): F1: 130C, Sample, n/a, B4"	"Abundances (Normalized): F1: 131, Sample, n/a, B5"	"Abundance: F1: 126, Sample, A1, n/a"	"Abundance: F1: 127N, Sample, A2, n/a"	"Abundance: F1: 127C, Sample, A3, n/a"	"Abundance: F1: 128N, Sample, A4, n/a"	"Abundance: F1: 128C, Sample, A5, n/a"	"Abundance: F1: 129N, Sample, n/a, B1"	"Abundance: F1: 129C, Sample, n/a, B2"	"Abundance: F1: 130N, Sample, n/a, B3"	"Abundance: F1: 130C, Sample, n/a, B4"	"Abundance: F1: 131, Sample, n/a, B5"	"Found in Sample: [S1] F1: 126, Sample, A1, n/a"	"Found in Sample: [S2] F1: 127N, Sample, A2, n/a"	"Found in Sample: [S3] F1: 127C, Sample, A3, n/a"	"Found in Sample: [S4] F1: 128N, Sample, A4, n/a"	"Found in Sample: [S5] F1: 128C, Sample, A5, n/a"	"Found in Sample: [S6] F1: 129N, Sample, n/a, B1"	"Found in Sample: [S7] F1: 129C, Sample, n/a, B2"	"Found in Sample: [S8] F1: 130N, Sample, n/a, B3"	"Found in Sample: [S9] F1: 130C, Sample, n/a, B4"	"Found in Sample: [S10] F1: 131, Sample, n/a, B5"	Modifications
FALSE	High	IsMasterProtein	B4E368	"cDNA FLJ60058, highly similar to Myosin light chain 1, slow-twitch muscle A isoform OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	54.251	26	5	68	3	1	223	24.5	9.7	167.31	5	0	481.4	392.1	313.7	356.2	333.9	394.7	298.2	297.5	310.3	292.4	481.4	332.2	278.1	311.2	227.7	304.4	247.9	248.1	286.8	252.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A8K5C2	cDNA FLJ75055 OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	59.311	21	6	23	1	1	456	51	6.4	71.7	6	8	995.9	933.5	1160.6	1010.1	1355.8	871.7	1168.1	1563.9	1365.9	1241.4	995.9	791.1	1028.8	882.6	924.6	672.2	971	1304.1	1262.3	1070.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O94876	Transmembrane and coiled-coil domains protein 1 OS=Homo sapiens GN=TMCC1 PE=1 SV=3	0.007	FALSE	Human	3.708	4	2	2	2	1	653	72	6.55	2.01	2	0	20.1	29.7	20.9	37.7	18.1	38.4	28.2	18.8	22.7	24.5	20.1	25.2	18.5	33	12.4	29.6	23.4	15.7	20.9	21.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q13867	Bleomycin hydrolase OS=Homo sapiens GN=BLMH PE=1 SV=1	0	FALSE	Human	61.134	20	6	24	6	1	455	52.5	6.27	57.26	6	0	1583.9	1077	1216	850.9	858.3	1392.8	901.6	1063.3	730.1	1082.7	1583.9	912.7	1077.9	743.5	585.3	1074.1	749.5	886.7	674.7	933.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q0VF96	Cingulin-like protein 1 OS=Homo sapiens GN=CGNL1 PE=1 SV=2	0	FALSE	Human	15.282	5	6	11	6	1	1302	149	5.67	15.81	6	0	293.4	229.2	179.1	228.9	184.5	246.4	275.6	213.7	238.1	207.2	293.4	194.2	158.7	200	125.8	190	229.1	178.2	220	178.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q15459	Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1	0	FALSE	Human	130.165	30	20	69	20	1	793	88.8	5.22	196.13	20	0	6735.1	6859	5027.9	4330.1	3714.5	7504	2868.6	4168.7	4576	3581	6735.1	5812.4	4457.1	3783.4	2533	5786.8	2384.7	3476.4	4228.7	3088.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BPU6	Dihydropyrimidinase-related protein 5 OS=Homo sapiens GN=DPYSL5 PE=1 SV=1	0	FALSE	Human	26.617	13	6	16	6	1	564	61.4	7.2	45.42	6	0	421.7	949.3	443	828.7	384.9	864.9	813.8	358	288.8	294	421.7	804.5	392.7	724.1	262.5	667	676.5	298.5	266.9	253.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A0S2Z4R2	Proline-serine-threonine phosphatase interacting protein 2 isoform 2 OS=Homo sapiens GN=PSTPIP2 PE=2 SV=1	0.001	FALSE	Human	5.781	5	2	2	2	1	334	38.8	8.48	5	2	0	61.2	63.8	58.4	103.4	84.8	107.6	82.6	99.1	146.8	112.8	61.2	54	51.7	90.3	57.8	83	68.7	82.6	135.6	97.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A087X1N8	Serpin B6 OS=Homo sapiens GN=SERPINB6 PE=1 SV=1	0	FALSE	Human	116.372	40	10	66	10	1	395	44.8	5.68	165.55	10	0	1849.2	3059.6	1631.3	3027.9	2670.2	2711.7	4262.9	2131.6	2432.2	2897.7	1849.2	2592.7	1446.1	2645.6	1820.8	2091.2	3543.8	1777.6	2247.6	2499.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R8Z4	Flavin-containing monooxygenase OS=Homo sapiens GN=FMO3 PE=2 SV=1	0	FALSE	Human	9.32	12	4	4	4	1	532	60	7.78	6.46	4	0	200.6	456.6	183.6	381.6	335.4	478.2	244.8	231.1	279.1	246.7	200.6	386.9	162.8	333.5	228.7	368.8	203.5	192.7	257.9	212.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q5JU69	Torsin-2A OS=Homo sapiens GN=TOR2A PE=2 SV=1	0.001	FALSE	Human	7.121	8	2	6	1	1	321	35.7	7.97	4.32	2	0	61.3	76.8	39.8	79.7	99.5	74.6	49.9	59.2	67.7	61.3	61.3	65.1	35.3	69.6	67.9	57.5	41.5	49.3	62.6	52.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R2V1	"HCG20123, isoform CRA_b OS=Homo sapiens GN=hCG_20123 PE=4 SV=1"	0.004	FALSE	Human	4.515	1	2	4	1	1	1326	149.9	6.86	9.89	2	0	167.8	230.1	178.1	263.9	221.7	196.7	206.8	207.1	254.5	224.4	167.8	195	157.9	230.6	151.2	151.7	171.9	172.7	235.2	193.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q4G0X4	BTB/POZ domain-containing protein KCTD21 OS=Homo sapiens GN=KCTD21 PE=1 SV=1	0	FALSE	Human	14.177	16	3	14	3	1	260	29.6	6.54	34.85	3	0	151.7	210.9	199.4	320.2	236.9	245	1157.6	207.9	217.4	212.5	151.7	178.7	176.8	279.8	161.5	189	962.3	173.4	200.9	183.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0JP11	"Phosphoinositide-3-kinase, regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=2 SV=1"	0	FALSE	Human	14.994	3	3	7	3	1	1358	153.1	7.23	15.45	3	0	171.4	206.2	135.5	210	162.9	233.1	178.8	155.8	183.3	185.2	171.4	174.8	120.1	183.5	111.1	179.8	148.7	129.9	169.4	159.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9C0B0	RING finger protein unkempt homolog OS=Homo sapiens GN=UNK PE=1 SV=2	0.006	FALSE	Human	4.021	3	2	3	2	1	810	88	6.86	4.27	2	0	107.9	119.5	73.4	94.1	86.7	99.8	85.6	89	84.8	82.4	107.9	101.3	65.1	82.2	59.1	77	71.2	74.2	78.4	71.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	G3V4P8	Glia maturation factor beta (Fragment) OS=Homo sapiens GN=GMFB PE=1 SV=1	0	FALSE	Human	25.481	35	4	18	3	1	150	17.5	5.31	41.52	4	1	535.4	412.3	587	442.4	643.9	405.4	1071.2	590	363.2	500.2	535.4	349.3	520.4	386.6	439.1	312.6	890.5	492	335.7	431.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8N183	"Mimitin, mitochondrial OS=Homo sapiens GN=NDUFAF2 PE=1 SV=1"	0	FALSE	Human	54.136	56	8	35	8	1	169	19.8	8.97	102.05	8	0	1183.1	2622.7	1145.9	1863.8	1657	3265.9	995.6	1720.6	2057.6	1904.2	1183.1	2222.5	1015.8	1628.5	1129.9	2518.5	827.6	1434.8	1901.4	1642.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q86WT1	Tetratricopeptide repeat protein 30A OS=Homo sapiens GN=TTC30A PE=2 SV=3	0.001	FALSE	Human	7.236	3	2	3	2	1	665	76.1	5.2	4.99	2	0	53.8	71.3	45.1	48.2	49.3	69.2	129.2	42.6	46.5	47.7	53.8	60.4	40	42.1	33.6	53.4	107.4	35.5	43	41.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024RD11	"Protein phosphatase 2, regulatory subunit B (B56), delta isoform, isoform CRA_d OS=Homo sapiens GN=PPP2R5D PE=4 SV=1"	0	FALSE	Human	42.616	21	9	25	7	1	602	69.9	8.13	43.6	9	2	1035.5	1047.9	889.3	981.8	787.8	935.1	2182.9	865.3	826.1	842.8	1035.5	888	788.4	857.8	537.2	721.2	1814.6	721.5	763.4	726.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	D3DNI3	Profilin (Fragment) OS=Homo sapiens GN=PFN2 PE=3 SV=1	0	FALSE	Human	41.959	15	5	25	1	1	340	35.5	10.2	74.38	5	5	1442.3	1537.8	1292	948.7	870.7	1287	4868.6	666.1	775.3	669	1442.3	1303.2	1145.4	829	593.7	992.5	4047.3	555.5	716.4	577	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P21730	C5a anaphylatoxin chemotactic receptor 1 OS=Homo sapiens GN=C5AR1 PE=1 SV=2	0.002	FALSE	Human	5.102	5	2	4	2	1	350	39.3	9.01	8.62	2	0	152	195.4	258.1	648.1	327.9	154.1	337.7	236.3	308.7	325.8	152	165.6	228.8	566.3	223.6	118.8	280.8	197	285.2	281	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q0P6H9	Transmembrane protein 62 OS=Homo sapiens GN=TMEM62 PE=1 SV=1	0.002	FALSE	Human	5.018	2	1	2	1	1	643	73.1	9.26	8.33	1	0	85.9	160.8	106	127.7	167.4	110.6	110	134.5	146	135.9	85.9	136.2	94	111.6	114.1	85.3	91.5	112.2	135	117.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R8W0	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 48, isoform CRA_a OS=Homo sapiens GN=DDX48 PE=3 SV=1"	0	FALSE	Human	209.358	62	23	139	20	1	411	46.8	6.73	365.97	23	5	11929	12114	9182.7	8633.9	7087.5	13093.7	9413.8	8552.6	7712.7	7434.4	11929	10265.6	8140.2	7543.8	4833.1	10097.4	7825.7	7132.1	7127.4	6412.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P43686	26S proteasome regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2	0	FALSE	Human	142.37	52	18	66	18	1	418	47.3	5.21	180.47	18	0	3095.2	4222.2	2439.7	2783	2652.1	4373.6	2275	3297.1	2762.9	2709.2	3095.2	3577.9	2162.7	2431.7	1808.5	3372.7	1891.2	2749.5	2553.2	2336.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024QZK4	"Phytanoyl-CoA 2-hydroxylase interacting protein-like, isoform CRA_b OS=Homo sapiens GN=PHYHIPL PE=4 SV=1"	0.001	FALSE	Human	5.895	8	2	2	2	1	376	42.5	6.42	2.6	2	0	61	55.7	72.1	51	111.4	46.8	72.7	57.3	73	64	61	47.2	63.9	44.5	69.4	36.1	60.4	47.8	67.4	55.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96IX5	Up-regulated during skeletal muscle growth protein 5 OS=Homo sapiens GN=USMG5 PE=1 SV=1	0	FALSE	Human	8.303	17	1	8	1	1	58	6.5	9.76	20.76	1	0	790.1	1005.6	636.1	1070.2	1513.4	1081.9	820.5	983.8	1599.5	1383.9	790.1	852.1	563.9	935	1032	834.3	682.1	820.4	1478.1	1193.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B4DW34	"cDNA FLJ56798, highly similar to Acid sphingomyelinase-like phosphodiesterase 3b (EC 3.1.4.-) OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	27.851	15	5	20	5	1	455	50.8	5.64	53.94	5	0	536.1	307.3	661	727.9	543.7	412.3	220.5	561.8	452.8	549.9	536.1	260.4	586	636	370.8	317.9	183.3	468.5	418.4	474.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q12888-2	Isoform 2 of TP53-binding protein 1 OS=Homo sapiens GN=TP53BP1	0	FALSE	Human	183.977	21	28	98	28	1	1977	214	4.7	217.03	28	0	3908.7	7184	3079.4	2911.6	2710.5	7295.9	3387.3	2342.7	2920.6	2249.9	3908.7	6087.8	2729.8	2544	1848.3	5626.4	2815.9	1953.6	2698.9	1940.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B2R6S4	"cDNA, FLJ93089, highly similar to Homo sapiens NCK adaptor protein 1 (NCK1), mRNA OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	15.446	8	3	6	3	1	377	42.9	6.47	17	3	0	295.7	326	220.8	275.6	326.4	301.9	261.3	385.9	301.1	318.7	295.7	276.2	195.8	240.8	222.5	232.8	217.2	321.8	278.2	274.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A2A2G4	"Alpha-1,3-glucosyltransferase OS=Homo sapiens GN=ALG6 PE=1 SV=1"	0.007	FALSE	Human	3.671	4	2	2	2	1	509	58.3	8.46	2.12	2	0	460	573.1	431.4	589.3	386.4	540.9	1129.5	421.9	447.6	493.4	460	485.6	382.5	514.9	263.5	417.1	939	351.8	413.6	425.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q969S9	"Ribosome-releasing factor 2, mitochondrial OS=Homo sapiens GN=GFM2 PE=1 SV=1"	0	FALSE	Human	42.497	13	10	16	10	1	779	86.5	6.51	46.12	10	0	612.6	878.9	631	642.9	960.3	1097.1	612.1	890.7	1245.9	1029.8	612.6	744.8	559.3	561.7	654.8	846	508.8	742.7	1151.3	888.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43143	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	0	FALSE	Human	189.569	40	27	135	27	1	795	90.9	7.46	396.08	27	0	9672.4	9267.8	7643.4	7111.4	5724.3	9784.2	5143.4	6181	6829.5	5975.5	9672.4	7853.7	6775.6	6213.5	3903.5	7545.2	4275.7	5154.4	6311.2	5154	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A126LAX6	U30 OS=Homo sapiens GN=U30 PE=3 SV=1	0.007	FALSE	Human	3.832	1	1	13	1	1	1082	124.1	7.47	4.08	1	0	184.9	42.6	108.3	26	369.5	19.5	42.7	177.1	102	90.8	184.9	36.1	96	22.7	251.9	12.5	35.5	147.7	94.3	78.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q13641	Trophoblast glycoprotein OS=Homo sapiens GN=TPBG PE=1 SV=1	0	FALSE	Human	10.544	5	2	4	2	1	420	46	6.83	11.16	2	0	255.7	225.8	238.2	279.2	370.3	224.2	210.9	302.7	325	316.1	255.7	191.3	211.1	244	252.5	172.9	175.4	252.4	300.3	272.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P22223	Cadherin-3 OS=Homo sapiens GN=CDH3 PE=1 SV=2	0	FALSE	Human	111.058	23	13	60	11	1	829	91.4	4.75	167.72	13	0	2150.8	1246.1	2473.6	1147.7	1466.3	1001.9	1201.5	3121.8	3024.2	3334.1	2150.8	1055.9	2192.8	1002.8	999.9	772.7	998.8	2603.3	2794.6	2875.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BTC8	Metastasis-associated protein MTA3 OS=Homo sapiens GN=MTA3 PE=1 SV=2	0	FALSE	Human	9.908	8	5	5	1	1	594	67.5	8.57	12.09	5	0	14.7	24.9	20	16.7	26.6	18.9	17.9	15	16.1	9.7	14.7	21.1	17.7	14.6	18.1	14.6	14.9	12.5	14.8	8.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	K7EM18	Eukaryotic translation initiation factor 1 OS=Homo sapiens GN=EIF1 PE=1 SV=1	0	FALSE	Human	38.311	33	2	13	2	1	121	13.6	7.9	50.1	2	0	384.8	472.4	355.2	392.8	369.9	403	366.1	317.5	369.2	313.9	384.8	400.3	314.8	343.2	252.3	310.8	304.3	264.8	341.1	270.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BYR6	Keratin-associated protein 3-3 OS=Homo sapiens GN=KRTAP3-3 PE=1 SV=1	0	FALSE	Human	16.656	17	1	15	1	1	98	10.4	5.69	58.08	1	0	938.7	313.4	6714.5	336.4	391.1	227.4	425.8	272.2	280.5	235.5	938.7	265.6	5952.2	293.9	266.7	175.4	353.9	227	259.2	203.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O95071	E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2	0	FALSE	Human	13.007	2	3	8	3	1	2799	309.2	5.85	6.8	3	0	138.3	115.6	100.8	98.5	95.2	126.6	78.2	77.1	85.6	83.2	138.3	97.9	89.3	86.1	64.9	97.7	65	64.3	79.1	71.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P12314	High affinity immunoglobulin gamma Fc receptor I OS=Homo sapiens GN=FCGR1A PE=1 SV=2	0	FALSE	Human	21.889	15	5	10	5	1	374	42.6	7.97	29.96	5	0	410.5	363.8	340.7	1050.6	513.5	361.6	458.9	430.7	599.5	774.6	410.5	308.3	302	918	350.2	278.9	381.5	359.1	554	668.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UM01	Y+L amino acid transporter 1 OS=Homo sapiens GN=SLC7A7 PE=1 SV=2	0.001	FALSE	Human	5.929	3	1	3	1	1	511	56	5.43	12.03	1	0	8.5	12.3	10	25.8	13.4	13.4	14.9	13.3	11.9	12.6	8.5	10.4	8.9	22.5	9.1	10.3	12.4	11.1	11	10.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BTC0	Death-inducer obliterator 1 OS=Homo sapiens GN=DIDO1 PE=1 SV=5	0.001	FALSE	Human	7.193	2	2	2	2	1	2240	243.7	7.88	4.29	2	0	79	65.8	56.8	75	51.7	103.9	28.5	59.9	41.5	30.6	79	55.7	50.4	65.5	35.3	80.2	23.7	49.9	38.3	26.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P48509	CD151 antigen OS=Homo sapiens GN=CD151 PE=1 SV=3	0	FALSE	Human	11.826	10	3	17	3	1	253	28.3	7.47	41.26	3	0	823.4	969.7	1173.4	1274.6	890.5	1630.7	788.5	1275.1	1252.6	1368.8	823.4	821.7	1040.2	1113.7	607.2	1257.6	655.5	1063.3	1157.5	1180.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43795	Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3	0	FALSE	Human	249.221	35	37	101	37	1	1136	131.9	9.38	285.72	37	0	7988.9	6093.6	5411.5	8158.6	6823.1	6527.1	5191.4	6573.2	8924.5	7129.3	7988.9	5163.8	4797.1	7128.5	4652.8	5033.5	4315.6	5481.5	8247.2	6149.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P22748	Carbonic anhydrase 4 OS=Homo sapiens GN=CA4 PE=1 SV=2	0	FALSE	Human	16.898	13	4	7	4	1	312	35	7.83	19.31	4	0	169.9	243.5	160.1	333.1	291.7	1832.3	480.9	186.2	296.5	289.2	169.9	206.3	142	291	198.9	1413	399.8	155.2	274	249.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O95168	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=1 SV=3	0	FALSE	Human	36.047	42	5	17	5	1	129	15.2	9.85	60.53	5	0	781	1038.8	784	1070.4	1276.8	1170.3	762.1	1115.7	1049.2	1118.8	781	880.3	695	935.2	870.7	902.5	633.6	930.4	969.5	964.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A1C7CYX9	Dihydropyrimidinase-related protein 2 OS=Homo sapiens GN=DPYSL2 PE=1 SV=1	0	FALSE	Human	462.483	51	22	444	6	1	677	73.5	6.35	1557.82	22	29	8122.1	18362.3	11157.8	27216.8	10785.2	16274.3	52151.9	9634.8	10566.7	9314.8	8122.1	15560.4	9891.1	23780.6	7354.6	12550.1	43354.3	8034.6	9764.8	8034.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B3KMR8	"cDNA FLJ12445 fis, clone NT2RM1000256, highly similar to Glucosamine--fructose-6-phosphateaminotransferase (isomerizing) 2 (EC 2.6.1.16) OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	41.849	11	6	14	3	1	682	76.9	7.15	35.14	6	0	230.9	218	233.9	252.9	290	179	667.8	236.5	262.2	272.9	230.9	184.7	207.3	221	197.7	138.1	555.2	197.2	242.3	235.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P20290	Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1	0	FALSE	Human	32.656	29	3	17	3	1	206	22.2	9.38	34.17	3	0	902.9	774.1	661.2	744.7	443.2	728.4	427.4	989.2	675	549.7	902.9	656	586.1	650.7	302.3	561.7	355.3	824.9	623.8	474.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q13325	Interferon-induced protein with tetratricopeptide repeats 5 OS=Homo sapiens GN=IFIT5 PE=1 SV=1	0	FALSE	Human	30.817	13	5	24	5	1	482	55.8	7.4	52.48	5	0	349.1	348.7	364.5	431.7	341.4	329	1472	306.2	360.3	285.6	349.1	295.5	323.1	377.2	232.8	253.7	1223.7	255.4	333	246.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	D2K7S1	MHC class II antigen (Fragment) OS=Homo sapiens GN=HLA-DRB1 PE=4 SV=1	0	FALSE	Human	13.813	37	4	11	0	1	89	11	5.96	33.97	4	0																					Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	
FALSE	High	IsMasterProtein	Q9P0H9	RER1 protein OS=Homo sapiens GN=RER1 PE=1 SV=1	0	FALSE	Human	17.155	22	4	9	4	1	214	24.8	9.63	16.92	4	0	644.8	865.2	697.8	984.4	742.5	935.3	551.8	787.6	958.3	856.6	644.8	733.2	618.6	860.1	506.3	721.3	458.7	656.8	885.6	738.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q59FT7	Mitogen-activated protein kinase kinase kinase 7 interacting protein 1 isoform alpha variant (Fragment) OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	9.884	6	3	4	2	1	648	70.2	5.34	3.07	3	0	11.6	7	14.3	12.9	20.6	7.7	10.1	16.7	7.2	12.8	11.6	6	12.7	11.3	14	5.9	8.4	13.9	6.7	11.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8IXM3	"39S ribosomal protein L41, mitochondrial OS=Homo sapiens GN=MRPL41 PE=1 SV=1"	0	FALSE	Human	10.84	19	2	9	2	1	137	15.4	9.57	27.35	2	0	174.9	217.7	143.7	179.5	332.1	227.8	116.7	227.8	333.9	249.5	174.9	184.5	127.4	156.9	226.5	175.7	97	190	308.6	215.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P23219-5	Isoform 5 of Prostaglandin G/H synthase 1 OS=Homo sapiens GN=PTGS1	0	FALSE	Human	19.73	10	4	20	4	1	630	71.7	7.23	67.38	4	0	520.4	837.6	714.6	1102.7	667.9	599.2	684.3	661.2	858.1	872.5	520.4	709.8	633.5	963.5	455.5	462.1	568.9	551.4	793	752.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	M0QZR4	Rho guanine nucleotide exchange factor 1 OS=Homo sapiens GN=ARHGEF1 PE=1 SV=1	0	FALSE	Human	27.403	10	7	14	7	1	968	108.3	6.15	30.47	7	0	507.3	594.2	494.3	803.5	520.2	550.4	634.8	563.1	575.3	578.8	507.3	503.5	438.2	702.1	354.7	424.5	527.7	469.6	531.6	499.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	G3V5T9	Cyclin-dependent kinase 2 OS=Homo sapiens GN=CDK2 PE=1 SV=1	0.001	FALSE	Human	7.125	9	3	6	2	1	346	39.2	8.62	11.41	3	0	287.7	263.9	286.4	210.2	203.6	260.9	745.1	231.3	204.5	212.9	287.7	223.7	253.9	183.6	138.9	201.2	619.4	192.9	189	183.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P82912	"28S ribosomal protein S11, mitochondrial OS=Homo sapiens GN=MRPS11 PE=1 SV=2"	0	FALSE	Human	26.102	31	3	13	3	1	194	20.6	10.81	25.81	3	0	347.4	492.7	372.3	452.5	491.6	434.3	372.9	405.2	533.5	401.5	347.4	417.5	330.1	395.3	335.2	334.9	310	337.9	493	346.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UJC5	SH3 domain-binding glutamic acid-rich-like protein 2 OS=Homo sapiens GN=SH3BGRL2 PE=1 SV=2	0	FALSE	Human	8.134	39	3	5	3	1	107	12.3	6.71	6.96	3	0	294.3	355.3	263.1	242.1	188.7	439.4	355.5	221.6	219	210.3	294.3	301.1	233.2	211.5	128.7	338.9	295.5	184.8	202.4	181.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O75063	Glycosaminoglycan xylosylkinase OS=Homo sapiens GN=FAM20B PE=1 SV=1	0	FALSE	Human	29.17	22	7	16	7	1	409	46.4	6.87	39.8	7	0	446.6	1137.1	439.5	550	557.8	1263.5	428.2	548.2	624	543.5	446.6	963.6	389.6	480.6	380.4	974.3	356	457.1	576.7	468.8	High	High	High	High	High	High	High	High	High	High	
