Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Marked as	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundance Ratio: (F1, 126) / (F1, 131)"	"Abundance Ratio: (F1, 127N) / (F1, 131)"	"Abundance Ratio: (F1, 127C) / (F1, 131)"	"Abundance Ratio: (F1, 128N) / (F1, 131)"	"Abundance Ratio: (F1, 128C) / (F1, 131)"	"Abundance Ratio: (F1, 129N) / (F1, 131)"	"Abundance Ratio: (F1, 129C) / (F1, 131)"	"Abundance Ratio: (F1, 130N) / (F1, 131)"	"Abundance Ratio: (F1, 130C) / (F1, 131)"	"Abundances (Normalized): F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances (Normalized): F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances (Normalized): F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances (Normalized): F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances (Normalized): F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances (Normalized): F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances (Normalized): F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances (Normalized): F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundance: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundance: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundance: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundance: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundance: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundance: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundance: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundance: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundance: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundance: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundances Count: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances Count: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances Count: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances Count: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances Count: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances Count: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances Count: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances Count: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances Count: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances Count: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Found in Sample: [S1] F1: 126, Sample, CON1, n/a, n/a, n/a"	"Found in Sample: [S2] F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Found in Sample: [S3] F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Found in Sample: [S4] F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Found in Sample: [S5] F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Found in Sample: [S6] F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Found in Sample: [S7] F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Found in Sample: [S8] F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Found in Sample: [S9] F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Found in Sample: [S10] F1: 131, Sample, n/a, n/a, n/a, GIS"	Modifications
FALSE	High	IsMasterProtein	Q96CD2	Phosphopantothenoylcysteine decarboxylase OS=Homo sapiens GN=PPCDC PE=1 SV=2	0	FALSE	Human	32.055	42	6	14	6	1	204	22.4	6.1	42.62	6	0	1.071	1.094	1.075	1.04	1.134	1.043	1.049	1.089	1.084	538	549.6	539.9	522.2	569.5	524.1	526.9	547.2	544.7	502.3	538	538.7	530	517	517.5	519.2	497.1	491	515.6	448	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q03113	Guanine nucleotide-binding protein subunit alpha-12 OS=Homo sapiens GN=GNA12 PE=1 SV=4	0	FALSE	Human	32.039	20	9	23	6	1	381	44.3	9.83	73.61	9	0	0.937	0.969	1.014	1.057	0.984	0.98	1.012	0.942	0.991	1046.5	1081.8	1131.6	1180.4	1099	1093.6	1130.1	1052.1	1106.2	1116.4	1046.5	1060.4	1110.9	1168.5	998.7	1083.3	1066.1	943.9	1047.2	995.7	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6PI78	Transmembrane protein 65 OS=Homo sapiens GN=TMEM65 PE=1 SV=2	0	FALSE	Human	32.032	26	6	13	6	1	240	25.5	8.6	41.79	6	0	0.971	0.966	1.024	1.074	0.993	1.031	1.029	0.995	0.972	2202.2	2190	2320.9	2434.8	2250	2337	2332.4	2254.8	2204.2	2266.8	2202.2	2146.8	2278.3	2410.3	2044.5	2314.9	2200.2	2022.9	2086.6	2021.7	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8IY26	Presqualene diphosphate phosphatase OS=Homo sapiens GN=PPAPDC2 PE=1 SV=3	0	FALSE	Human	32.021	28	6	13	6	1	295	32.2	9.99	51.56	6	0	1.073	1.013	1.041	1.078	0.998	1.068	1.039	0.94	0.965	1792.3	1691.9	1738.3	1801.1	1666.5	1783.5	1735.9	1569.7	1611.5	1670.5	1792.3	1658.5	1706.5	1783	1514.3	1766.7	1637.5	1408.3	1525.5	1489.9	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9H7E9-2	Isoform 2 of UPF0488 protein C8orf33 OS=Homo sapiens GN=C8orf33	0	FALSE	Human	32.007	24	5	10	5	1	242	26.4	10.13	39.18	5	0	1.046	1.018	1.046	0.972	1.069	1.039	1.02	1.099	1.083	1553.1	1512.1	1553.6	1443.6	1588.4	1542.9	1514.5	1632.5	1608.8	1485.4	1553.1	1482.2	1525.1	1429	1443.3	1528.4	1428.6	1464.6	1522.9	1324.8	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q14642	"Type I inositol 1,4,5-trisphosphate 5-phosphatase OS=Homo sapiens GN=INPP5A PE=1 SV=1"	0	FALSE	Human	32.001	19	8	11	8	1	412	47.8	7.03	34.97	8	0	1.022	0.981	1.028	1.051	0.965	0.985	1.008	0.98	1.004	2038.4	1956.7	2050.1	2097.1	1925.5	1964.8	2010.5	1955.4	2003.3	1994.4	2038.4	1918.1	2012.6	2075.9	1749.7	1946.3	1896.5	1754.3	1896.4	1778.7	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q969E2	Secretory carrier-associated membrane protein 4 OS=Homo sapiens GN=SCAMP4 PE=2 SV=1	0	FALSE	Human	31.964	35	5	32	5	1	229	25.7	8.82	95.71	5	0	1.004	0.991	1.036	1.056	0.956	1.014	1.017	1.01	0.988	3424.6	3378.4	3533.1	3602.4	3261.1	3456.6	3467.5	3444.4	3371.2	3410.5	3424.6	3311.7	3468.3	3566.1	2963.4	3424	3270.9	3090.1	3191.3	3041.7	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q13642-4	Isoform 4 of Four and a half LIM domains protein 1 OS=Homo sapiens GN=FHL1	0	FALSE	Human	31.963	27	8	11	8	1	309	35	8.32	33.25	8	0	0.973	0.969	0.956	0.906	1.053	0.97	0.959	1.076	1.076	978.9	975.3	962	912.2	1059.6	976.1	965.5	1082.5	1083	1006.3	978.9	956	944.4	903	962.8	966.9	910.7	971.1	1025.2	897.5	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P36954	DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens GN=POLR2I PE=1 SV=1	0	FALSE	Human	31.947	49	5	12	5	1	125	14.5	5.14	29.35	5	0	1.026	0.982	1.011	1.137	0.986	0.987	1.038	0.972	1.049	1035	989.8	1019.5	1146.8	993.7	995.5	1047.1	980.3	1058	1008.3	1035	970.3	1000.8	1135.2	903	986.2	987.7	879.5	1001.5	899.3	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A087WV23	SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1	0	FALSE	Human	31.93	16	4	20	4	1	226	23.8	9.09	68.22	4	0	0.934	0.988	0.983	0.919	1.032	0.963	0.999	1.077	1.092	2406.8	2545.9	2532	2368.8	2660.5	2481.1	2574.5	2775.9	2814	2576.9	2406.8	2495.6	2485.5	2344.9	2417.6	2457.7	2428.6	2490.4	2663.8	2298.3	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UK22	F-box only protein 2 OS=Homo sapiens GN=FBXO2 PE=1 SV=2	0	FALSE	Human	31.912	29	6	9	6	1	296	33.3	4.37	22	6	0	0.954	0.909	0.936	0.897	1.068	0.952	0.943	1.021	1.023	441.8	421.3	433.5	415.7	495	441.1	436.9	473.2	473.8	463.3	441.8	413	425.5	411.5	449.8	436.9	412.1	424.5	448.5	413.2	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y2Q5	Ragulator complex protein LAMTOR2 OS=Homo sapiens GN=LAMTOR2 PE=1 SV=1	0	FALSE	Human	31.866	70	5	28	5	1	125	13.5	5.4	66.22	5	0	0.966	1.051	0.986	1.113	0.936	0.978	0.992	0.887	0.967	2144.9	2334.1	2189	2471.3	2079.6	2173.2	2202.3	1970	2148.7	2221	2144.9	2288	2148.9	2446.4	1889.8	2152.7	2077.5	1767.4	2034	1980.8	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UHK0	Nuclear fragile X mental retardation-interacting protein 1 OS=Homo sapiens GN=NUFIP1 PE=1 SV=2	0	FALSE	Human	31.865	14	7	10	7	1	495	56.3	9.13	35.6	7	0	1.001	0.962	0.985	1.032	0.989	1.031	1.007	0.973	1.015	1812.2	1741.7	1783.8	1869.1	1790.9	1867	1823.9	1761.8	1837.8	1810.6	1812.2	1707.3	1751.1	1850.3	1627.3	1849.4	1720.6	1580.6	1739.7	1614.8	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	C9J6N9	Ubiquitin fusion degradation protein 1 homolog (Fragment) OS=Homo sapiens GN=UFD1L PE=1 SV=3	0	FALSE	Human	31.864	43	5	22	1	1	136	15.5	6.29	76.41	5	0	1.038	0.888	1.361	1.029	1.074	1.085	1.127	1.138	0.98	64.1	54.9	84.1	63.6	66.3	67	69.7	70.3	60.5	61.8	64.1	53.8	82.6	62.9	60.3	66.4	65.7	63.1	57.3	55.1	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8IUH5	Palmitoyltransferase ZDHHC17 OS=Homo sapiens GN=ZDHHC17 PE=1 SV=2	0	FALSE	Human	31.845	14	8	15	7	1	632	72.6	7.5	38.69	8	0	1.053	1.03	1.041	1.071	0.985	1.042	1.031	0.966	0.98	1546.4	1512	1527.9	1571.6	1445.3	1529	1513.7	1418.1	1438.1	1467.9	1546.4	1482.1	1499.8	1555.7	1313.3	1514.6	1427.9	1272.3	1361.4	1309.2	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q5MNZ6	WD repeat domain phosphoinositide-interacting protein 3 OS=Homo sapiens GN=WDR45B PE=2 SV=2	0	FALSE	Human	31.845	19	6	11	5	1	344	38.1	7.59	41.61	6	0	0.953	0.978	0.964	0.884	1.029	0.965	0.917	1.007	1.028	925.5	949.4	936.7	858.1	998.9	937.2	890.3	977.7	998	971.2	925.5	930.7	919.5	849.4	907.7	928.4	839.8	877.1	944.7	866.2	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6MZP7	Protein lin-54 homolog OS=Homo sapiens GN=LIN54 PE=1 SV=3	0	FALSE	Human	31.837	13	8	8	8	1	749	79.4	9.01	23.64	8	0	1.008	1.056	0.997	0.971	1.063	0.983	1	1.064	1.018	1075.1	1126.6	1063.8	1036.4	1134.1	1049	1067.4	1135.6	1086.6	1067	1075.1	1104.4	1044.3	1025.9	1030.6	1039.1	1006.9	1018.8	1028.6	951.6	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NPA8	Transcription and mRNA export factor ENY2 OS=Homo sapiens GN=ENY2 PE=1 SV=1	0	FALSE	Human	31.83	40	5	29	5	1	101	11.5	9.33	115.26	5	0	0.995	0.988	0.974	0.984	1.054	0.982	1.004	1.073	1.04	4969.9	4934.4	4866.9	4914.7	5262.8	4906	5016.8	5361.9	5197	4995.2	4969.9	4837	4777.6	4865.2	4782.3	4859.8	4732.5	4810.4	4919.7	4455.1	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8TAV0	Protein FAM76A OS=Homo sapiens GN=FAM76A PE=2 SV=1	0	FALSE	Human	31.818	19	6	8	5	1	307	35	9.19	26.58	6	0	1.01	0.982	1.031	0.989	0.996	0.991	0.953	1.022	1.012	1479.3	1437.9	1510.3	1448.1	1458.2	1451.4	1396.5	1496.8	1482	1464.7	1479.3	1409.5	1482.6	1433.5	1325.1	1437.7	1317.3	1342.8	1402.9	1306.3	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A5PLN9	Trafficking protein particle complex subunit 13 OS=Homo sapiens GN=TRAPPC13 PE=1 SV=2	0	FALSE	Human	31.79	20	8	13	8	1	417	46.5	5.6	44.02	8	0	0.954	0.956	0.979	0.966	1.017	0.972	0.966	1.019	0.992	1998	2000.4	2049.8	2022.5	2128.4	2034.9	2022.3	2132.2	2077.5	2093.5	1998	1960.9	2012.2	2002.2	1934	2015.7	1907.6	1913	1966.6	1867.1	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96AJ9	Vesicle transport through interaction with t-SNAREs homolog 1A OS=Homo sapiens GN=VTI1A PE=1 SV=2	0	FALSE	Human	31.777	30	8	10	8	1	217	25.2	6.4	31.37	8	0	0.956	0.967	0.982	1.098	1.001	1.047	1.03	0.977	1.039	2110.4	2133.6	2167.1	2422	2208.6	2309.7	2271.9	2156.5	2293.2	2206.5	2110.4	2091.5	2127.3	2397.6	2007	2287.9	2143.1	1934.8	2170.8	1967.9	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NUU6	Inactive ubiquitin thioesterase FAM105A OS=Homo sapiens GN=FAM105A PE=2 SV=1	0	FALSE	Human	31.76	24	8	18	8	1	356	42.2	9.29	58.2	8	0	0.951	0.932	0.978	1.083	1.047	0.975	1.007	1.036	1.026	2077.9	2037.2	2137.2	2366	2288.4	2132	2200.9	2263.3	2242.3	2185.6	2077.9	1997	2098	2342.2	2079.4	2111.9	2076.1	2030.5	2122.6	1949.3	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9HAU4	E3 ubiquitin-protein ligase SMURF2 OS=Homo sapiens GN=SMURF2 PE=1 SV=1	0	FALSE	Human	31.744	11	8	11	7	1	748	86.1	7.96	31.89	8	0	0.96	0.909	0.958	0.947	1.011	0.947	0.957	1.007	0.996	767.7	727	766	756.8	808.3	756.6	764.9	804.7	796.1	799.3	767.7	712.6	752	749.2	734.5	749.5	721.5	722	753.6	712.9	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P15529-2	Isoform B of Membrane cofactor protein OS=Homo sapiens GN=CD46	0	FALSE	Human	31.734	14	6	13	1	1	399	44.2	6.9	47.08	6	0	1.006	0.955	1.071	1.086	1.041	1.115	1.06	1.047	1.06	797	756.8	848.5	860.8	824.6	883.8	840.1	829.7	840.1	792.4	797	741.9	832.9	852.1	749.3	875.5	792.5	744.4	795.3	706.7	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y2G3	Probable phospholipid-transporting ATPase IF OS=Homo sapiens GN=ATP11B PE=1 SV=2	0	FALSE	Human	31.733	6	8	10	6	1	1177	134.1	6.96	32.93	8	0	0.986	0.97	1.02	1.078	1.048	0.947	0.998	1.014	1.073	776.7	764	804	849.8	825.5	746.5	786.4	799.2	845.7	788	776.7	748.9	789.3	841.2	750.1	739.5	741.8	717	800.6	702.8	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9ULJ8-3	Isoform 3 of Neurabin-1 OS=Homo sapiens GN=PPP1R9A	0	FALSE	Human	31.697	5	7	10	5	1	1374	154	5.59	29.65	7	0	0.975	0.964	0.983	1.006	0.995	0.994	0.955	1.049	1.058	426.7	422.1	430.4	440.3	435.7	435.1	418.2	459	463	437.7	426.7	413.8	422.5	435.8	395.9	431	394.5	411.8	438.3	390.4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P50548	ETS domain-containing transcription factor ERF OS=Homo sapiens GN=ERF PE=1 SV=2	0	FALSE	Human	31.693	14	6	8	5	1	548	58.7	7.3	30.16	6	1	0.964	0.922	0.937	0.915	0.95	0.941	0.928	1.049	0.998	1163.9	1112.5	1131.2	1104.7	1146.4	1136	1119.9	1266.1	1204.8	1207.1	1163.9	1090.5	1110.5	1093.6	1041.7	1125.3	1056.4	1135.9	1140.5	1076.6	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8NCF5	NFATC2-interacting protein OS=Homo sapiens GN=NFATC2IP PE=1 SV=1	0	FALSE	Human	31.674	21	6	14	6	1	419	45.8	6.6	48.88	6	0	1.013	0.975	0.983	0.907	1.067	0.981	0.992	1.089	1.072	1300.9	1252.1	1262.3	1165.5	1370.8	1259.6	1274.4	1398.3	1376.6	1284.5	1300.9	1227.4	1239.2	1153.7	1245.6	1247.7	1202.1	1254.5	1303.1	1145.6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y3D0	Mitotic spindle-associated MMXD complex subunit MIP18 OS=Homo sapiens GN=FAM96B PE=1 SV=1	0	FALSE	Human	31.657	44	4	13	4	1	163	17.7	5.19	60	4	0	1.013	1.018	0.969	0.975	1.019	1.021	0.989	1.024	1.017	1322.7	1328.6	1265.5	1273.2	1329.5	1332.9	1291.2	1336.5	1328.2	1305.3	1322.7	1302.4	1242.3	1260.4	1208.1	1320.4	1218	1199	1257.3	1164.2	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NQP4	Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1	0	FALSE	Human	31.65	38	5	42	5	1	134	15.3	4.53	142.18	5	0	0.916	0.948	0.921	0.975	1.029	0.957	0.963	1.004	1.137	3224	3337.8	3243.7	3432.6	3623.9	3369.5	3391.4	3536.6	4002	3520.9	3224	3271.9	3184.2	3398	3293	3337.7	3199.2	3172.9	3788.4	3140.2	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q86WV7	CCDC43 protein OS=Homo sapiens GN=CCDC43 PE=1 SV=1	0	FALSE	Human	31.648	19	4	8	4	1	227	25.5	4.92	26.21	4	0	1	1.052	1.011	0.988	0.998	0.997	1.025	1.027	1.04	1197.3	1259	1209.6	1182.2	1194.7	1193.9	1226.4	1229.7	1244.5	1197	1197.3	1234.1	1187.5	1170.3	1085.6	1182.7	1156.9	1103.2	1178.1	1067.6	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BRG1	Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens GN=VPS25 PE=1 SV=1	0	FALSE	Human	31.648	29	6	16	6	1	176	20.7	6.34	65.24	6	0	0.992	1.026	1.012	0.919	1.04	0.973	0.986	1.071	1.035	2546.8	2634.1	2599.2	2360.8	2671.1	2499.2	2531.4	2751.8	2658.2	2568.2	2546.8	2582.1	2551.5	2337	2427.2	2475.6	2387.9	2468.8	2516.3	2290.5	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	G3XAI2	Laminin subunit beta-1 OS=Homo sapiens GN=LAMB1 PE=1 SV=1	0	FALSE	Human	31.626	4	7	7	7	1	1810	200.3	4.96	24.01	7	0	1.04	1.014	1.01	1.053	0.989	1.047	1.038	0.984	0.982	975.3	951.3	947.6	987.6	927.3	981.8	973.5	923.1	920.5	937.8	975.3	932.5	930.2	977.7	842.6	972.5	918.3	828.1	871.4	836.4	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8NBT2	Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24 PE=1 SV=2	0	FALSE	Human	31.595	41	5	10	5	1	197	22.5	4.7	37.04	5	0	0.919	0.921	0.921	0.878	1.104	0.909	0.934	1.082	1.112	1126.9	1128.9	1128.5	1075.9	1353	1114.1	1145.2	1326.6	1363	1225.9	1126.9	1106.6	1107.8	1065	1229.4	1103.6	1080.2	1190.1	1290.3	1093.3	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P32189	Glycerol kinase OS=Homo sapiens GN=GK PE=1 SV=3	0	FALSE	Human	31.594	12	7	9	7	1	559	61.2	6.54	29.8	7	0	0.976	1	0.998	0.985	0.986	0.991	0.986	1.024	1.014	1356.3	1389.2	1387.1	1368.9	1369.7	1377.4	1370.5	1423.6	1409	1389.6	1356.3	1361.8	1361.7	1355.1	1244.7	1364.4	1292.8	1277.2	1333.8	1239.3	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A087WZ52	Protein FLJ22184 OS=Homo sapiens GN=FLJ22184 PE=4 SV=1	0	FALSE	Human	31.561	8	6	7	6	1	1346	132.7	10.48	33.76	6	0	0.904	0.953	0.984	0.959	1.046	0.977	0.956	1.073	1.093	564.1	595	613.9	598.5	652.8	609.4	596.4	669.4	682.2	624.1	564.1	583.3	602.6	592.5	593.2	603.7	562.6	600.5	645.8	556.6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96J42	Thioredoxin domain-containing protein 15 OS=Homo sapiens GN=TXNDC15 PE=1 SV=1	0	FALSE	Human	31.561	23	4	6	4	1	360	39.9	4.83	24.42	4	0	0.958	0.934	0.977	1.033	0.967	0.99	1.013	0.952	0.954	476.2	464.6	486	513.7	480.6	492.3	503.6	473.3	474.5	497.3	476.2	455.4	477	508.5	436.8	487.6	475	424.6	449.2	443.5	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O95197-3	Isoform 3 of Reticulon-3 OS=Homo sapiens GN=RTN3	0	FALSE	Human	31.549	18	4	26	1	1	236	25.6	8.51	107.12	4	0	0.959	0.983	1.027	0.999	0.998	1.021	0.977	0.964	0.986	1140.3	1169.4	1221.8	1187.8	1186.8	1214.7	1162.3	1146	1172.5	1189.3	1140.3	1146.3	1199.4	1175.8	1078.4	1203.2	1096.4	1028.1	1109.9	1060.7	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P51511	Matrix metalloproteinase-15 OS=Homo sapiens GN=MMP15 PE=1 SV=1	0	FALSE	Human	31.545	12	6	10	6	1	669	75.8	7.46	35.52	6	0	0.978	0.969	1.01	1.048	0.964	1.022	0.996	0.951	0.947	1197.6	1186.7	1237.1	1283.4	1180.9	1252.6	1220.7	1164.5	1160	1225.1	1197.6	1163.3	1214.4	1270.5	1073.1	1240.8	1151.5	1044.7	1098.1	1092.6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q99576-3	Isoform 2 of TSC22 domain family protein 3 OS=Homo sapiens GN=TSC22D3	0	FALSE	Human	31.537	44	7	11	6	1	200	22.2	4.89	39.26	7	1	0.946	0.976	0.966	0.969	1.027	0.97	0.976	1.07	1.108	1848.8	1908	1888.7	1894	2007.2	1895.5	1907.9	2091.1	2166.7	1954.9	1848.8	1870.3	1854.1	1874.9	1824	1877.6	1799.8	1876	2051.1	1743.5	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96FN4	Copine-2 OS=Homo sapiens GN=CPNE2 PE=1 SV=3	0	FALSE	Human	31.534	13	6	19	5	1	548	61.2	6.07	52.4	6	0	1.08	0.996	0.97	0.915	1.033	1.051	0.953	0.972	1.024	1471.7	1356.5	1321.9	1246	1407.2	1431.6	1298.5	1324.6	1395.6	1362.3	1471.7	1329.7	1297.7	1233.4	1278.7	1418.1	1224.9	1188.4	1321.1	1215	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9P215	Pogo transposable element with KRAB domain OS=Homo sapiens GN=POGK PE=1 SV=2	0	FALSE	Human	31.512	16	11	13	11	1	609	69.4	5.14	32.45	11	0	1.01	0.957	1.004	0.938	0.998	0.979	0.966	0.997	1.002	2269.7	2149.2	2255.7	2107.3	2243.6	2199.8	2171	2240.8	2250.8	2247	2269.7	2106.8	2214.3	2086	2038.7	2179.1	2048	2010.4	2130.7	2004	10	10	10	10	10	10	10	10	10	10	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y6A4	Cilia- and flagella-associated protein 20 OS=Homo sapiens GN=CFAP20 PE=1 SV=1	0	FALSE	Human	31.508	35	6	18	6	1	193	22.8	9.76	57.13	6	0	1.002	1.004	1.009	1	1.001	0.984	0.996	0.993	1.014	2850.5	2857.8	2872.5	2844.5	2848	2799.7	2834.6	2826.8	2884.2	2845.7	2850.5	2801.4	2819.8	2815.8	2588	2773.3	2673.9	2536.1	2730.3	2538	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
