CON1	CON2	CON3	shRNA1	shRNA2	shRNA3	Accession	Description	Genename
1573.5	1584.2	1593.3	1546	1590.2	1530.4	Q86SR1	Polypeptide N-acetylgalactosaminyltransferase 10 OS=Homo sapiens GN=GALNT10 PE=1 SV=2	GALNT10
426.3	431.6	416.7	418.9	436.1	433.9	H7C3M7	"FERM, RhoGEF and pleckstrin domain-containing protein 2 (Fragment) OS=Homo sapiens GN=FARP2 PE=1 SV=2"	FARP2
396.1	389.4	375.7	389.2	410.6	404.8	I3L0B8	Solute carrier family 25 member 52 OS=Homo sapiens GN=SLC25A52 PE=3 SV=1	SLC25A52
6552.1	6558.7	6556.6	6438.5	6644.7	6620.5	Q96S55	ATPase WRNIP1 OS=Homo sapiens GN=WRNIP1 PE=1 SV=2	WRNIP1
475.5	460.5	479.9	467.3	489.4	468.4	Q96IZ5	RNA-binding protein 41 OS=Homo sapiens GN=RBM41 PE=1 SV=2	RBM41
248.4	254.9	252.9	244.1	247.9	250.5	J3KNW5	Clusterin-associated protein 1 OS=Homo sapiens GN=CLUAP1 PE=1 SV=1	CLUAP1
982.3	1016.7	956.4	965.4	1014.6	967.9	Q8TB52	F-box only protein 30 OS=Homo sapiens GN=FBXO30 PE=1 SV=3	FBXO30
169.8	197.9	185.1	166.9	177	183.1	Q9BZE2	tRNA pseudouridine(38/39) synthase OS=Homo sapiens GN=PUS3 PE=1 SV=3	PUS3
15156.4	15106.8	15047.9	14896.3	15236.3	14867.7	Q9ULC5-3	Isoform 2 of Long-chain-fatty-acid--CoA ligase 5 OS=Homo sapiens GN=ACSL5	ACSL5
9367.8	9263.3	9197.1	9207.5	9213.7	9102.4	Q96JM3	Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens GN=CHAMP1 PE=1 SV=2	CHAMP1
10491.2	10437.9	10552.4	10312.2	10417.4	10379.3	O95340-2	Isoform B of Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Homo sapiens GN=PAPSS2	PAPSS2
53.3	58.5	55.6	52.4	58.7	62.3	O43189-2	Isoform 1 of PHD finger protein 1 OS=Homo sapiens GN=PHF1	PHF1
4303.6	4231.8	4477.4	4230.4	4236.4	4247.1	Q8WWK9	Cytoskeleton-associated protein 2 OS=Homo sapiens GN=CKAP2 PE=1 SV=1	CKAP2
3036.9	3070.9	3143.6	2985.3	2817.3	2909.4	Q9GZU8	Protein FAM192A OS=Homo sapiens GN=FAM192A PE=1 SV=1	FAM192A
4466.1	4480.5	4546.3	4390.2	4375.5	4399.5	O00468	Agrin OS=Homo sapiens GN=AGRN PE=1 SV=5	AGRN
2895.6	2948.1	2881.4	2846.4	2882.9	2837.4	P06280	Alpha-galactosidase A OS=Homo sapiens GN=GLA PE=1 SV=1	GLA
11849.4	11908.9	11899.4	11648.4	11734.4	11608.2	Q7Z5K2-3	Isoform 3 of Wings apart-like protein homolog OS=Homo sapiens GN=WAPAL	WAPAL
1983.5	1971.5	1932.2	1949.9	1919.6	1922.2	Q9Y6K5	2'-5'-oligoadenylate synthase 3 OS=Homo sapiens GN=OAS3 PE=1 SV=3	OAS3
3025.3	2937.8	2921.2	2974.4	3001.3	3231.8	J3KQ18	D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=1 SV=1	DDT
9947.3	10252.3	9819.5	9780.1	9744.6	9736.8	Q6NYC8	Phostensin OS=Homo sapiens GN=PPP1R18 PE=1 SV=1	PPP1R18
5508.8	5396.3	5393.4	5416.2	5810.9	5657.7	P26440	"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=IVD PE=1 SV=1"	IVD
18921.3	18916.4	19072.9	18603.5	18189.3	18344.6	P0CW22	40S ribosomal protein S17-like OS=Homo sapiens GN=RPS17L PE=1 SV=1	RPS17L
6458.3	6439.3	6408.7	6349.9	6627.4	6502.1	Q9H936	Mitochondrial glutamate carrier 1 OS=Homo sapiens GN=SLC25A22 PE=1 SV=1	SLC25A22
1058.2	1088.5	1083	1040.5	1113.7	1041.1	Q8N511	Transmembrane protein 199 OS=Homo sapiens GN=TMEM199 PE=1 SV=1	TMEM199
7970.7	8122.6	7963.5	7837.1	8124.9	7923.7	A2RRP1	Neuroblastoma-amplified sequence OS=Homo sapiens GN=NBAS PE=1 SV=2	NBAS
476.9	435.6	466.9	468.9	487.1	475.9	Q969T7	7-methylguanosine phosphate-specific 5'-nucleotidase OS=Homo sapiens GN=NT5C3B PE=1 SV=4	NT5C3B
2988.5	3037.3	2962.3	2938.6	3127.5	3077.8	O95864	Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1	FADS2
181.7	173.4	190	178.7	177.4	189.4	Q5VT97	Rho GTPase-activating protein SYDE2 OS=Homo sapiens GN=SYDE2 PE=1 SV=2	SYDE2
1343.7	1341.6	1384.3	1321.3	1339.3	1367.4	Q15642-2	Isoform 2 of Cdc42-interacting protein 4 OS=Homo sapiens GN=TRIP10	TRIP10
4940.9	4999	5050.7	4858.6	4838	4774.4	P15374	Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens GN=UCHL3 PE=1 SV=1	UCHL3
49.5	54.9	43.3	48.7	58.3	54	P0DJJ0	SLIT-ROBO Rho GTPase-activating protein 2C OS=Homo sapiens GN=SRGAP2C PE=1 SV=1	SRGAP2C
139.1	137.6	137.7	136.8	136.9	128	Q96C55	Zinc finger protein 524 OS=Homo sapiens GN=ZNF524 PE=2 SV=1	ZNF524
3554.3	3572.3	3517.4	3495.3	3508.9	3600.9	Q96RN5	Mediator of RNA polymerase II transcription subunit 15 OS=Homo sapiens GN=MED15 PE=1 SV=2	MED15
1712.4	1966.5	1770.2	1684	1725.8	1672.8	P0DJI8	Serum amyloid A-1 protein OS=Homo sapiens GN=SAA1 PE=1 SV=1	SAA1
1295.9	1297.8	1326.4	1274.5	1295.7	1218	O94916	Nuclear factor of activated T-cells 5 OS=Homo sapiens GN=NFAT5 PE=1 SV=1	NFAT5
2765	2804.6	2690.3	2719.2	2813.8	2722.6	Q92947	"Glutaryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=GCDH PE=1 SV=1"	GCDH
4229.2	4350.5	4107.6	4159.2	4300.8	4171.4	Q15262-3	Isoform 3 of Receptor-type tyrosine-protein phosphatase kappa OS=Homo sapiens GN=PTPRK	PTPRK
1920.6	1908.7	1907	1888.9	2063.8	1991.8	P53794	Sodium/myo-inositol cotransporter OS=Homo sapiens GN=SLC5A3 PE=3 SV=2	SLC5A3
6330.8	6085	6350.7	6226.5	5983.9	6122.2	P18615	Negative elongation factor E OS=Homo sapiens GN=NELFE PE=1 SV=3	NELFE
9777.7	9512.4	9645.4	9616.6	9214.3	9330.2	Q9Y376	Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1	CAB39
2852	2936	2846.8	2805.1	2730.8	2759.2	Q12972	Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens GN=PPP1R8 PE=1 SV=2	PPP1R8
3274	3282.5	3318.9	3220.2	3354	3308.2	Q9HB90	Ras-related GTP-binding protein C OS=Homo sapiens GN=RRAGC PE=1 SV=1	RRAGC
2826.7	2831.1	2753	2780.3	2859.8	2815.7	Q8TAD8	Smad nuclear-interacting protein 1 OS=Homo sapiens GN=SNIP1 PE=1 SV=1	SNIP1
11423.3	11278.7	11132.5	11235.7	11512.9	11350.6	Q9P2R7	"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLA2 PE=1 SV=3"	SUCLA2
17590.7	17241.6	17705.3	17302.4	17320.8	17058	P00387-3	Isoform 3 of NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3	CYB5R3
5725.1	5708	5842	5631.4	5679.5	5621.6	Q6VY07	Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens GN=PACS1 PE=1 SV=2	PACS1
286.7	306.9	271.5	282	297.6	283.7	Q8TDN4	CDK5 and ABL1 enzyme substrate 1 OS=Homo sapiens GN=CABLES1 PE=1 SV=2	CABLES1
7965.2	7880.6	7909	7835.3	7951.2	7884.1	Q9NRN7	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens GN=AASDHPPT PE=1 SV=2	AASDHPPT
17879.5	18140.7	17982.1	17588.4	17595.1	17578.2	Q96QK1	Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2	VPS35
18043.1	18099.7	18158.4	17749.4	18226.5	18111.7	O75150	E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens GN=RNF40 PE=1 SV=4	RNF40
1184.9	1096.9	1194.9	1165.6	1221.5	1183.8	Q8TDR0	TRAF3-interacting protein 1 OS=Homo sapiens GN=TRAF3IP1 PE=1 SV=1	TRAF3IP1
252.4	226.8	242.6	248.3	233.7	226.6	Q8NI37	Protein phosphatase PTC7 homolog OS=Homo sapiens GN=PPTC7 PE=2 SV=1	PPTC7
4299.2	4299.5	4215.5	4229.4	4451.6	4388.4	Q96HW7	Integrator complex subunit 4 OS=Homo sapiens GN=INTS4 PE=1 SV=2	INTS4
4462.9	4383.5	4447.4	4390.5	4516.5	4384.1	Q13426	DNA repair protein XRCC4 OS=Homo sapiens GN=XRCC4 PE=1 SV=2	XRCC4
22311.9	21499.4	21794.8	21950.1	22154.8	21762.4	B3KS98	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1	EIF3H
23877.5	23250.4	23899.8	23491.4	23624.6	23637.1	Q9UHX1-2	Isoform 2 of Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60	PUF60
211.1	201.2	208.1	207.7	212.5	202.9	P78368	Casein kinase I isoform gamma-2 OS=Homo sapiens GN=CSNK1G2 PE=1 SV=1	CSNK1G2
2485.1	2444.5	2473.8	2444.9	2490.7	2474	Q9BT25	HAUS augmin-like complex subunit 8 OS=Homo sapiens GN=HAUS8 PE=1 SV=3	HAUS8
2726.4	2656.2	2674.2	2682.4	2795.6	2663.7	Q5T2R2	Decaprenyl-diphosphate synthase subunit 1 OS=Homo sapiens GN=PDSS1 PE=1 SV=1	PDSS1
2905	2913.1	2877.8	2858.2	2946.7	2852.3	Q8N3F8	MICAL-like protein 1 OS=Homo sapiens GN=MICALL1 PE=1 SV=2	MICALL1
3039.5	3095	3027.3	2990.6	3224.1	3170.3	Q10472	Polypeptide N-acetylgalactosaminyltransferase 1 OS=Homo sapiens GN=GALNT1 PE=1 SV=1	GALNT1
810.7	816.3	828.9	797.7	859.2	794.6	Q9NUP7	tRNA:m(4)X modification enzyme TRM13 homolog OS=Homo sapiens GN=TRMT13 PE=1 SV=2	TRMT13
2263.4	2222	2290.5	2227	2275.2	2231.2	A0A096LNH6	Dedicator of cytokinesis protein 1 OS=Homo sapiens GN=DOCK1 PE=4 SV=1	DOCK1
3373.3	3346.8	3373.8	3319.1	3396.8	3322.6	Q8N122	Regulatory-associated protein of mTOR OS=Homo sapiens GN=RPTOR PE=1 SV=1	RPTOR
649.8	659.5	636.1	639.4	626.6	631.3	Q9BSJ5	Uncharacterized protein C17orf80 OS=Homo sapiens GN=C17orf80 PE=2 SV=2	C17orf80
155.7	174	156.9	153.2	163.4	146.5	P52849	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 OS=Homo sapiens GN=NDST2 PE=1 SV=1	NDST2
6133.2	6101	5991.7	6035.1	6055	5964.8	Q86W56	Poly(ADP-ribose) glycohydrolase OS=Homo sapiens GN=PARG PE=1 SV=1	PARG
7729.5	7409.1	7626.3	7606.2	7273.5	7395	O75940	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens GN=SMNDC1 PE=1 SV=1	SMNDC1
4363.6	4613.5	4469.9	4294	4346.2	4446.8	Q03111	Protein ENL OS=Homo sapiens GN=MLLT1 PE=1 SV=2	MLLT1
50579.9	52104.8	50446.3	49774.4	51718.5	50357.4	P05388	60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	RPLP0
3279.4	3198.8	3184.2	3227.4	3102.8	3230.1	P46976	Glycogenin-1 OS=Homo sapiens GN=GYG1 PE=1 SV=4	GYG1
438.3	415.6	425.8	431.3	422.7	444.5	Q86W74	Ankyrin repeat domain-containing protein 46 OS=Homo sapiens GN=ANKRD46 PE=1 SV=1	ANKRD46
3391.3	3444.3	3340.5	3337.6	3459.8	3380.8	Q9Y606	"tRNA pseudouridine synthase A, mitochondrial OS=Homo sapiens GN=PUS1 PE=1 SV=3"	PUS1
385.5	383.9	396.2	379.4	400.7	376.2	A0A5E8	GAS2-like protein 1 OS=Homo sapiens GN=GAS2L1 PE=1 SV=1	GAS2L1
6856.6	6711.3	7012.1	6748.2	6596.1	6657.9	P47755	F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3	CAPZA2
1146.8	1129.3	1179.4	1128.7	1066.8	1141	Q9NSC5	Homer protein homolog 3 OS=Homo sapiens GN=HOMER3 PE=1 SV=2	HOMER3
4458.2	4315.1	4328.6	4387.8	4333.2	4301.3	F8W6H6	Unconventional myosin-Va OS=Homo sapiens GN=MYO5A PE=1 SV=2	MYO5A
1686.1	1642.8	1652.1	1659.5	1698.3	1669.9	O75191	Xylulose kinase OS=Homo sapiens GN=XYLB PE=1 SV=3	XYLB
27328.2	27062	27112	26897.2	27327.3	27058.3	P51659	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3	HSD17B4
2993	3005.8	2991.5	2945.8	3037.5	2935.7	P06132	Uroporphyrinogen decarboxylase OS=Homo sapiens GN=UROD PE=1 SV=2	UROD
20992.8	20635.4	21107.1	20662.2	20291.3	20814.6	Q05682	Caldesmon OS=Homo sapiens GN=CALD1 PE=1 SV=3	CALD1
5173.2	5098.6	5214.6	5091.8	5066.3	5039.6	Q96J01	THO complex subunit 3 OS=Homo sapiens GN=THOC3 PE=1 SV=1	THOC3
1540	1502	1480.7	1515.8	1541.6	1573.2	Q8NI77	Kinesin-like protein KIF18A OS=Homo sapiens GN=KIF18A PE=1 SV=2	KIF18A
27130.9	27103	26546.5	26704.6	27806.8	27476.5	Q9Y617	Phosphoserine aminotransferase OS=Homo sapiens GN=PSAT1 PE=1 SV=2	PSAT1
1731	1697	1715.7	1703.8	1781.1	1733.6	P60604	Ubiquitin-conjugating enzyme E2 G2 OS=Homo sapiens GN=UBE2G2 PE=1 SV=1	UBE2G2
903.9	900.3	914.8	889.7	859	896	Q01415	N-acetylgalactosamine kinase OS=Homo sapiens GN=GALK2 PE=1 SV=1	GALK2
4311.6	4257.4	4277.4	4244	4305.1	4250.1	Q8NCA5	Protein FAM98A OS=Homo sapiens GN=FAM98A PE=1 SV=1	FAM98A
554.9	577.1	544	546.2	527.2	542.7	A6NGJ0	Dynein light chain Tctex-type 3 OS=Homo sapiens GN=DYNLT3 PE=4 SV=1	DYNLT3
20069.4	19923.8	19541.6	19755.4	20520.9	20320.5	P62249	40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=2	RPS16
4891.6	4860.9	4774.9	4815.2	4790.2	4870.1	Q15678	Tyrosine-protein phosphatase non-receptor type 14 OS=Homo sapiens GN=PTPN14 PE=1 SV=2	PTPN14
11878.1	11669.7	11724.8	11692.9	12146.7	11863.8	O94905	Erlin-2 OS=Homo sapiens GN=ERLIN2 PE=1 SV=1	ERLIN2
13396.6	13125.6	13505.6	13187.8	13151.4	12988.7	B2RTR1	CLASP2 protein OS=Homo sapiens GN=CLASP2 PE=1 SV=1	CLASP2
11339.8	11156.9	11030.3	11163.3	10907.7	11051.9	Q9NQG5	Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens GN=RPRD1B PE=1 SV=1	RPRD1B
469.3	499.6	506	462	514.7	505.7	Q96L50	Leucine-rich repeat protein 1 OS=Homo sapiens GN=LRR1 PE=1 SV=2	LRR1
23628.7	22726.4	23538.3	23261.6	23061.1	23113.5	Q9UNM6	26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2	PSMD13
5414.3	5245.3	5451.1	5330.2	5267.6	5202.2	Q15311	RalA-binding protein 1 OS=Homo sapiens GN=RALBP1 PE=1 SV=3	RALBP1
4989	4844.2	5002.9	4911.8	4682.9	4870	O75223	Gamma-glutamylcyclotransferase OS=Homo sapiens GN=GGCT PE=1 SV=1	GGCT
1916	1871.8	1992.4	1886.4	1879.2	1813.3	P62834	Ras-related protein Rap-1A OS=Homo sapiens GN=RAP1A PE=1 SV=1	RAP1A
1243.4	1259.1	1264.2	1224.2	1169.1	1189	Q96LR5	Ubiquitin-conjugating enzyme E2 E2 OS=Homo sapiens GN=UBE2E2 PE=1 SV=1	UBE2E2
10124.3	9870.8	10408.5	9967.9	10019.9	9861.5	P55735-3	Isoform 3 of Protein SEC13 homolog OS=Homo sapiens GN=SEC13	SEC13
1009.9	970.5	945.9	994.4	943.2	981.5	P14859-6	"Isoform 6 of POU domain, class 2, transcription factor 1 OS=Homo sapiens GN=POU2F1"	POU2F1
3202.4	3268.4	3328.1	3153.2	3209.7	3173	Q7Z4Q2	HEAT repeat-containing protein 3 OS=Homo sapiens GN=HEATR3 PE=1 SV=2	HEATR3
3211.8	3112.7	3056.4	3162.5	3165.4	3121	Q8NCN4	E3 ubiquitin-protein ligase RNF169 OS=Homo sapiens GN=RNF169 PE=1 SV=2	RNF169
8109.4	8127.3	8428.5	7985.5	8090.6	7878.4	Q01968	Inositol polyphosphate 5-phosphatase OCRL-1 OS=Homo sapiens GN=OCRL PE=1 SV=3	OCRL
16483.2	16241.2	16944.1	16231.4	15901.8	15954.9	Q9C0C2	182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4	TNKS1BP1
3210.9	3325.2	3293.1	3161.9	3296.6	3241.9	Q9P2K8	Eukaryotic translation initiation factor 2-alpha kinase 4 OS=Homo sapiens GN=EIF2AK4 PE=1 SV=3	EIF2AK4
95.2	103.4	99.8	93.7	106.4	88.4	O15516	Circadian locomoter output cycles protein kaput OS=Homo sapiens GN=CLOCK PE=1 SV=1	CLOCK
3262.7	3272.7	3341.8	3213	3189.2	3212.9	O95155-4	Isoform 4 of Ubiquitin conjugation factor E4 B OS=Homo sapiens GN=UBE4B	UBE4B
2051.9	2081.3	2085.5	2020.7	2013.7	2042.1	Q9NZM3	Intersectin-2 OS=Homo sapiens GN=ITSN2 PE=1 SV=3	ITSN2
1685.3	1704.4	1667	1659.7	1642.3	1645.9	Q8WVT3	Trafficking protein particle complex subunit 12 OS=Homo sapiens GN=TRAPPC12 PE=1 SV=3	TRAPPC12
14009.8	13655.5	14413.1	13797.7	13027.8	13199.2	P52597	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3	HNRNPF
9660.9	9634	9499.3	9515.1	9674.7	9568.2	O95163	Elongator complex protein 1 OS=Homo sapiens GN=IKBKAP PE=1 SV=3	IKBKAP
2315.7	2285.6	2328.7	2280.8	2423.2	2326.1	Q6ZRQ5	Protein MMS22-like OS=Homo sapiens GN=MMS22L PE=1 SV=3	MMS22L
29274.7	29339.3	29701.1	28834.9	28781	28784.6	O60506	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	SYNCRIP
7782.5	7769.3	7773.3	7665.9	7888.5	7765.4	Q9BY89	Uncharacterized protein KIAA1671 OS=Homo sapiens GN=KIAA1671 PE=1 SV=2	KIAA1671
6927.1	6758.5	6695.7	6823.4	6984.7	7030.4	Q9UKM7	"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Homo sapiens GN=MAN1B1 PE=1 SV=2"	MAN1B1
17759.5	17151.8	17351.9	17493.6	17132.2	17345.8	P35658	Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=1 SV=2	NUP214
478.8	486.6	487.5	471.6	483.7	470	Q9UHW5-2	Isoform 2 of GPN-loop GTPase 3 OS=Homo sapiens GN=GPN3	GPN3
7626	7487.5	7436.5	7512.1	7274.4	7455.5	Q9BZD4	Kinetochore protein Nuf2 OS=Homo sapiens GN=NUF2 PE=1 SV=2	NUF2
17186.9	16936.7	17141.3	16930.5	16971.3	16881.3	Q02241	Kinesin-like protein KIF23 OS=Homo sapiens GN=KIF23 PE=1 SV=3	KIF23
3240.8	3255.8	3344.3	3192.5	3026.3	3089.1	Q9H993	UPF0364 protein C6orf211 OS=Homo sapiens GN=C6orf211 PE=1 SV=1	C6orf211
35954.3	36212.2	35799.9	35419.1	35985	35806	Q96AG4	Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1	LRRC59
10597.1	10517.4	10788.6	10439.9	10308	10273.1	P31930	"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3"	UQCRC1
5431.7	5423.7	5462.6	5351.4	5482.6	5388.8	Q9BUP3-3	Isoform 3 of Oxidoreductase HTATIP2 OS=Homo sapiens GN=HTATIP2	HTATIP2
31876	31161.1	31514.9	31407.7	32423.5	31817.9	Q15907	Ras-related protein Rab-11B OS=Homo sapiens GN=RAB11B PE=1 SV=4	RAB11B
161.4	154.2	167.6	159	163.7	176.7	C9JZG2	Trifunctional purine biosynthetic protein adenosine-3 (Fragment) OS=Homo sapiens GN=GART PE=1 SV=1	GART
437.9	437.3	427	431.5	400.8	416.3	O95168	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=1 SV=3	NDUFB4
20187.5	21060	20132	19891.7	21294.2	21009.2	P62995	Transformer-2 protein homolog beta OS=Homo sapiens GN=TRA2B PE=1 SV=1	TRA2B
8119.5	8013.9	8061	8000.6	7951.2	7913.4	Q9H3P7	Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4	ACBD3
763.9	831.1	750.1	752.7	828.6	810.2	Q14CZ7	FAST kinase domain-containing protein 3 OS=Homo sapiens GN=FASTKD3 PE=2 SV=2	FASTKD3
14697.5	14259.9	14489.2	14482.8	13994.9	14102.2	O14777	Kinetochore protein NDC80 homolog OS=Homo sapiens GN=NDC80 PE=1 SV=1	NDC80
5736.1	5549.6	5772.3	5652.6	5834.2	5752.1	Q9UNE7	E3 ubiquitin-protein ligase CHIP OS=Homo sapiens GN=STUB1 PE=1 SV=2	STUB1
4967	4968.1	5118	4894.8	4833.7	4778.1	O60888-2	Isoform A of Protein CutA OS=Homo sapiens GN=CUTA	CUTA
623.4	598.3	608.4	614.4	659.6	633.9	Q07352	"Zinc finger protein 36, C3H1 type-like 1 OS=Homo sapiens GN=ZFP36L1 PE=1 SV=1"	ZFP36L1
9232.1	9123.3	9402	9098.7	9228.5	9145.6	Q5SRQ6	"Casein kinase 2, beta polypeptide, isoform CRA_d OS=Homo sapiens GN=CSNK2B PE=1 SV=2"	CSNK2B
5127.4	5076.2	5211.1	5053.3	5082.1	5149.2	O75175	CCR4-NOT transcription complex subunit 3 OS=Homo sapiens GN=CNOT3 PE=1 SV=1	CNOT3
490.9	481.3	487.9	483.8	495	457.4	Q5W0B1	RING finger protein 219 OS=Homo sapiens GN=RNF219 PE=1 SV=1	RNF219
1957.7	1885.7	1900.3	1929.4	1825.5	1885.8	Q8TBX8	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens GN=PIP4K2C PE=1 SV=3	PIP4K2C
1310.4	1373.7	1298.5	1291.5	1294.7	1318.3	Q9BWT6	Meiotic nuclear division protein 1 homolog OS=Homo sapiens GN=MND1 PE=1 SV=1	MND1
10229.5	10136.6	10114.6	10081.9	10617.6	10281.1	Q9Y5S9	RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1	RBM8A
1691.6	1767.9	1716.8	1667.2	1701.5	1649.1	Q9Y6W3	Calpain-7 OS=Homo sapiens GN=CAPN7 PE=1 SV=1	CAPN7
18943.7	18860.2	18782.2	18670.8	19254.6	18998	Q86XP3	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	DDX42
866.2	868.3	869	853.7	862.6	851.6	Q8N6S5	ADP-ribosylation factor-like protein 6-interacting protein 6 OS=Homo sapiens GN=ARL6IP6 PE=1 SV=1	ARL6IP6
9076	8772.3	9041	8945.8	8866	8797.4	Q9BTE7	DCN1-like protein 5 OS=Homo sapiens GN=DCUN1D5 PE=1 SV=1	DCUN1D5
13398.7	12743.7	13353.8	13206.8	12757.9	12795.4	Q8WU90	Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens GN=ZC3H15 PE=1 SV=1	ZC3H15
2147.2	2142.3	2277.8	2116.5	2191.3	2168.7	Q92805	Golgin subfamily A member 1 OS=Homo sapiens GN=GOLGA1 PE=1 SV=3	GOLGA1
649.1	679.1	640.7	639.9	675.2	640.8	Q96ST8	Centrosomal protein of 89 kDa OS=Homo sapiens GN=CEP89 PE=1 SV=3	CEP89
1246.3	1150.5	1190.7	1228.6	1200.9	1227.3	Q8TCG2	Phosphatidylinositol 4-kinase type 2-beta OS=Homo sapiens GN=PI4K2B PE=1 SV=1	PI4K2B
2158.8	2115.4	2151.8	2128.1	2121.3	2103.6	O15127	Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2	SCAMP2
2380.9	2401.5	2303	2347.2	2362.5	2444.4	O14734	Acyl-coenzyme A thioesterase 8 OS=Homo sapiens GN=ACOT8 PE=1 SV=1	ACOT8
1297.7	1283.6	1268.9	1279.4	1364.7	1275.7	Q99942	E3 ubiquitin-protein ligase RNF5 OS=Homo sapiens GN=RNF5 PE=1 SV=1	RNF5
11663	11565.3	11701.8	11498.4	11292.2	11284.9	O94915	Protein furry homolog-like OS=Homo sapiens GN=FRYL PE=1 SV=2	FRYL
4374.6	4410.3	4464.8	4312.9	4404.2	4297	Q13509	Tubulin beta-3 chain OS=Homo sapiens GN=TUBB3 PE=1 SV=2	TUBB3
51.5	51.4	50	50.8	53	54.7	E9PND2	Cysteine and glycine-rich protein 1 (Fragment) OS=Homo sapiens GN=CSRP1 PE=1 SV=1	CSRP1
11290.7	11295.4	11297.4	11132	11131.9	11179.6	Q9BW19	Kinesin-like protein KIFC1 OS=Homo sapiens GN=KIFC1 PE=1 SV=2	KIFC1
2674.6	2679.4	2638.3	2637	2622.3	2568.5	Q7L5N7	Lysophosphatidylcholine acyltransferase 2 OS=Homo sapiens GN=LPCAT2 PE=1 SV=1	LPCAT2
10835.3	10610	10750.5	10683.3	10740.2	10682.8	Q6P2E9	Enhancer of mRNA-decapping protein 4 OS=Homo sapiens GN=EDC4 PE=1 SV=1	EDC4
4612	4568	4718.9	4547.3	4653.6	4659.7	P49642	DNA primase small subunit OS=Homo sapiens GN=PRIM1 PE=1 SV=1	PRIM1
72241.9	72366.7	72675.6	71229.9	72437.3	71209.4	P05023	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1	ATP1A1
551.1	525.5	552.5	543.4	551.1	552.2	Q9NTX7	E3 ubiquitin-protein ligase RNF146 OS=Homo sapiens GN=RNF146 PE=1 SV=1	RNF146
1744.4	1776.6	1717.7	1720.1	1773.6	1776.3	Q8WVM0	"Dimethyladenosine transferase 1, mitochondrial OS=Homo sapiens GN=TFB1M PE=1 SV=1"	TFB1M
7845.9	7645.2	7839.9	7736.7	7725.3	7900.8	Q16204	Coiled-coil domain-containing protein 6 OS=Homo sapiens GN=CCDC6 PE=1 SV=2	CCDC6
