"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Contaminant"	"Marked as"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (F1, 126) / (F1, 128C)"	"Abundance Ratio: (F1, 127N) / (F1, 129C)"	"Abundance Ratio: (F1, 127C) / (F1, 130N)"	"Abundance Ratio: (F1, 128N) / (F1, 130C)"	"Abundance Ratio: (F1, 129N) / (F1, 131)"	"Abundances (Normalized): F1: 126, Sample, A2, n/a"	"Abundances (Normalized): F1: 127N, Sample, A3, n/a"	"Abundances (Normalized): F1: 127C, Sample, A4, n/a"	"Abundances (Normalized): F1: 128N, Sample, A5, n/a"	"Abundances (Normalized): F1: 128C, Sample, n/a, P1"	"Abundances (Normalized): F1: 129N, Sample, A6, n/a"	"Abundances (Normalized): F1: 129C, Sample, n/a, P2"	"Abundances (Normalized): F1: 130N, Sample, n/a, P4"	"Abundances (Normalized): F1: 130C, Sample, n/a, P5"	"Abundances (Normalized): F1: 131, Sample, n/a, P6"	"Abundance: F1: 126, Sample, A2, n/a"	"Abundance: F1: 127N, Sample, A3, n/a"	"Abundance: F1: 127C, Sample, A4, n/a"	"Abundance: F1: 128N, Sample, A5, n/a"	"Abundance: F1: 128C, Sample, n/a, P1"	"Abundance: F1: 129N, Sample, A6, n/a"	"Abundance: F1: 129C, Sample, n/a, P2"	"Abundance: F1: 130N, Sample, n/a, P4"	"Abundance: F1: 130C, Sample, n/a, P5"	"Abundance: F1: 131, Sample, n/a, P6"	"Found in Sample: [S1] F1: 126, Sample, A2, n/a"	"Found in Sample: [S2] F1: 127N, Sample, A3, n/a"	"Found in Sample: [S3] F1: 127C, Sample, A4, n/a"	"Found in Sample: [S4] F1: 128N, Sample, A5, n/a"	"Found in Sample: [S5] F1: 128C, Sample, n/a, P1"	"Found in Sample: [S6] F1: 129N, Sample, A6, n/a"	"Found in Sample: [S7] F1: 129C, Sample, n/a, P2"	"Found in Sample: [S8] F1: 130N, Sample, n/a, P4"	"Found in Sample: [S9] F1: 130C, Sample, n/a, P5"	"Found in Sample: [S10] F1: 131, Sample, n/a, P6"	"Modifications"
"False"	"High"	"IsMasterProtein"	"Q99712"	"ATP-sensitive inward rectifier potassium channel 15 OS=Homo sapiens GN=KCNJ15 PE=1 SV=2"	"0.000"	"False"	"Human"	"16.372"	"10"	"2"	"4"	"2"	"1"	"375"	"42.6"	"7.69"	"12.60"	"2"	"0"	"0.675"	"1.463"	"0.543"	"0.467"	"0.624"	"108.5"	"123.0"	"111.1"	"83.1"	"160.6"	"111.3"	"84.1"	"204.5"	"178.0"	"178.5"	"108.5"	"102.6"	"98.8"	"72.9"	"108.7"	"86.6"	"68.4"	"171.5"	"164.7"	"154.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9NUN5"	"Probable lysosomal cobalamin transporter OS=Homo sapiens GN=LMBRD1 PE=1 SV=1"	"0.000"	"False"	"Human"	"16.361"	"8"	"3"	"5"	"3"	"1"	"540"	"61.3"	"7.77"	"12.95"	"3"	"0"	"1.007"	"1.361"	"1.142"	"1.267"	"1.221"	"276.6"	"256.8"	"296.2"	"293.8"	"274.6"	"251.9"	"188.6"	"259.5"	"231.8"	"206.3"	"276.6"	"214.2"	"263.3"	"257.7"	"185.8"	"196.0"	"153.4"	"217.6"	"214.4"	"178.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P33764"	"Protein S100-A3 OS=Homo sapiens GN=S100A3 PE=1 SV=1"	"0.000"	"False"	"Human"	"16.360"	"41"	"4"	"12"	"4"	"1"	"101"	"11.7"	"4.78"	"30.62"	"4"	"0"	"1.539"	"1.388"	"10.751"	"0.979"	"1.188"	"416.6"	"399.5"	"2697.0"	"255.4"	"270.8"	"248.3"	"287.7"	"250.9"	"260.9"	"209.1"	"416.6"	"333.2"	"2397.8"	"224.0"	"183.2"	"193.2"	"234.1"	"210.4"	"241.3"	"180.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O75223"	"Gamma-glutamylcyclotransferase OS=Homo sapiens GN=GGCT PE=1 SV=1"	"0.000"	"False"	"Human"	"16.360"	"18"	"2"	"6"	"2"	"1"	"188"	"21.0"	"5.14"	"12.38"	"2"	"0"	"2.273"	"1.194"	"1.607"	"1.245"	"1.313"	"453.3"	"226.5"	"248.6"	"139.0"	"199.4"	"207.3"	"189.7"	"154.7"	"111.7"	"157.8"	"453.3"	"188.9"	"221.0"	"121.9"	"134.9"	"161.3"	"154.3"	"129.7"	"103.3"	"136.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9BYC5"	"Alpha-(1,6)-fucosyltransferase OS=Homo sapiens GN=FUT8 PE=1 SV=2"	"0.000"	"False"	"Human"	"16.346"	"5"	"3"	"4"	"3"	"1"	"575"	"66.5"	"7.66"	"11.91"	"3"	"0"	"1.352"	"1.810"	"1.348"	"1.615"	"2.228"	"195.7"	"272.9"	"181.6"	"297.1"	"144.8"	"346.5"	"150.8"	"134.7"	"183.9"	"155.5"	"195.7"	"227.7"	"161.5"	"260.6"	"98.0"	"269.6"	"122.7"	"113.0"	"170.1"	"134.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P17812"	"CTP synthase 1 OS=Homo sapiens GN=CTPS1 PE=1 SV=2"	"0.000"	"False"	"Human"	"16.318"	"5"	"2"	"4"	"1"	"1"	"591"	"66.6"	"6.46"	"12.47"	"2"	"0"	"0.946"	"0.727"	"0.678"	"1.221"	"0.863"	"21.3"	"31.1"	"19.6"	"28.3"	"22.5"	"31.8"	"42.7"	"28.9"	"23.2"	"36.8"	"21.3"	"25.9"	"17.4"	"24.9"	"15.2"	"24.7"	"34.7"	"24.3"	"21.5"	"31.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q6ZMP0"	"Thrombospondin type-1 domain-containing protein 4 OS=Homo sapiens GN=THSD4 PE=2 SV=2"	"0.000"	"False"	"Human"	"16.301"	"7"	"6"	"7"	"6"	"1"	"1018"	"112.4"	"7.65"	"14.23"	"6"	"0"	"0.719"	"1.275"	"1.077"	"1.387"	"1.491"	"197.9"	"331.2"	"193.3"	"381.5"	"275.1"	"308.5"	"259.9"	"179.4"	"275.1"	"206.9"	"197.9"	"276.3"	"171.9"	"334.6"	"186.2"	"240.1"	"211.4"	"150.5"	"254.5"	"179.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9NRG7-2"	"Isoform 2 of Epimerase family protein SDR39U1 OS=Homo sapiens GN=SDR39U1"	"0.000"	"False"	"Human"	"16.294"	"13"	"4"	"7"	"4"	"1"	"293"	"31.1"	"9.04"	"16.88"	"4"	"0"	"0.948"	"2.063"	"1.143"	"0.859"	"1.568"	"1008.8"	"1602.8"	"952.1"	"999.7"	"1064.3"	"1989.9"	"777.1"	"833.1"	"1163.5"	"1268.7"	"1008.8"	"1336.9"	"846.5"	"877.0"	"720.2"	"1548.6"	"632.2"	"698.8"	"1076.2"	"1097.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9NZC7"	"WW domain-containing oxidoreductase OS=Homo sapiens GN=WWOX PE=1 SV=1"	"0.000"	"False"	"Human"	"16.262"	"8"	"3"	"5"	"3"	"1"	"414"	"46.6"	"7.17"	"14.25"	"3"	"0"	"0.979"	"0.367"	"0.967"	"1.258"	"0.954"	"542.5"	"511.5"	"414.4"	"532.9"	"554.2"	"552.6"	"1395.5"	"428.5"	"423.5"	"579.1"	"542.5"	"426.6"	"368.4"	"467.5"	"375.0"	"430.1"	"1135.3"	"359.5"	"391.7"	"501.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P12544"	"Granzyme A OS=Homo sapiens GN=GZMA PE=1 SV=2"	"0.000"	"False"	"Human"	"16.260"	"16"	"4"	"6"	"4"	"1"	"262"	"29.0"	"8.91"	"11.81"	"4"	"0"	"0.611"	"0.780"	"0.755"	"1.924"	"0.595"	"187.9"	"257.6"	"157.9"	"573.8"	"307.4"	"227.3"	"330.2"	"209.2"	"298.2"	"382.1"	"187.9"	"214.8"	"140.4"	"503.4"	"208.0"	"176.9"	"268.6"	"175.5"	"275.8"	"330.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P61009"	"Signal peptidase complex subunit 3 OS=Homo sapiens GN=SPCS3 PE=1 SV=1"	"0.000"	"False"	"Human"	"16.236"	"16"	"3"	"16"	"3"	"1"	"180"	"20.3"	"8.62"	"42.06"	"3"	"0"	"0.685"	"1.783"	"0.730"	"1.892"	"0.967"	"1243.2"	"2365.8"	"1375.5"	"4458.4"	"1814.0"	"2413.5"	"1326.9"	"1884.7"	"2356.1"	"2495.4"	"1243.2"	"1973.2"	"1222.9"	"3911.1"	"1227.5"	"1878.3"	"1079.4"	"1580.9"	"2179.4"	"2159.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9P2X0-2"	"Isoform 2 of Dolichol-phosphate mannosyltransferase subunit 3 OS=Homo sapiens GN=DPM3"	"0.000"	"False"	"Human"	"16.228"	"18"	"2"	"13"	"2"	"1"	"122"	"13.3"	"8.35"	"38.88"	"2"	"0"	"0.973"	"1.223"	"0.980"	"1.506"	"1.597"	"496.5"	"615.7"	"479.8"	"854.6"	"510.5"	"826.8"	"503.4"	"489.8"	"567.3"	"517.7"	"496.5"	"513.5"	"426.5"	"749.7"	"345.4"	"643.5"	"409.5"	"410.8"	"524.8"	"447.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P14621"	"Acylphosphatase-2 OS=Homo sapiens GN=ACYP2 PE=1 SV=2"	"0.000"	"False"	"Human"	"16.218"	"31"	"3"	"8"	"3"	"1"	"99"	"11.1"	"9.50"	"26.83"	"3"	"0"	"0.824"	"0.189"	"0.900"	"1.661"	"1.648"	"291.3"	"645.7"	"283.9"	"520.9"	"353.5"	"507.7"	"3415.5"	"315.5"	"313.6"	"308.0"	"291.3"	"538.5"	"252.4"	"456.9"	"239.2"	"395.1"	"2778.5"	"264.7"	"290.1"	"266.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O60449-2"	"Isoform 2 of Lymphocyte antigen 75 OS=Homo sapiens GN=LY75"	"0.000"	"False"	"Human"	"16.215"	"3"	"5"	"10"	"5"	"1"	"1873"	"215.6"	"6.21"	"17.27"	"5"	"0"	"0.696"	"0.850"	"0.944"	"2.028"	"1.114"	"471.3"	"485.6"	"384.7"	"1136.1"	"677.3"	"559.9"	"571.4"	"407.4"	"560.1"	"502.5"	"471.3"	"405.0"	"342.1"	"996.7"	"458.3"	"435.7"	"464.8"	"341.7"	"518.1"	"434.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9Y5J1"	"U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3"	"0.000"	"False"	"Human"	"16.203"	"9"	"4"	"7"	"4"	"1"	"556"	"62.0"	"8.76"	"14.94"	"4"	"0"	"1.742"	"1.860"	"0.685"	"1.130"	"1.278"	"191.7"	"156.1"	"116.7"	"132.2"	"110.1"	"170.2"	"83.9"	"170.3"	"117.0"	"133.2"	"191.7"	"130.2"	"103.7"	"116.0"	"74.5"	"132.5"	"68.3"	"142.9"	"108.2"	"115.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P62487"	"DNA-directed RNA polymerase II subunit RPB7 OS=Homo sapiens GN=POLR2G PE=1 SV=1"	"0.000"	"False"	"Human"	"16.175"	"23"	"4"	"8"	"4"	"1"	"172"	"19.3"	"5.54"	"12.03"	"4"	"0"	"1.590"	"1.741"	"1.187"	"0.925"	"1.767"	"707.4"	"709.6"	"515.2"	"412.4"	"444.8"	"740.5"	"407.6"	"434.1"	"446.0"	"419.0"	"707.4"	"591.9"	"458.0"	"361.8"	"301.0"	"576.3"	"331.6"	"364.1"	"412.5"	"362.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q8NEB9"	"Phosphatidylinositol 3-kinase catalytic subunit type 3 OS=Homo sapiens GN=PIK3C3 PE=1 SV=1"	"0.000"	"False"	"Human"	"16.170"	"9"	"6"	"9"	"6"	"1"	"887"	"101.5"	"6.81"	"13.34"	"6"	"0"	"0.838"	"0.679"	"0.691"	"0.991"	"0.979"	"213.2"	"328.4"	"189.2"	"296.6"	"254.4"	"291.7"	"483.9"	"273.6"	"299.2"	"297.9"	"213.2"	"273.9"	"168.2"	"260.2"	"172.1"	"227.0"	"393.7"	"229.5"	"276.8"	"257.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"J3KTA2"	"Uncharacterized protein OS=Homo sapiens PE=4 SV=1"	"0.000"	"False"	"Human"	"16.164"	"22"	"4"	"8"	"4"	"1"	"159"	"17.7"	"8.95"	"20.34"	"4"	"0"	"1.025"	"2.445"	"1.116"	"1.098"	"3.704"	"158.5"	"362.7"	"129.3"	"147.8"	"154.6"	"421.1"	"148.3"	"115.8"	"134.6"	"113.7"	"158.5"	"302.5"	"115.0"	"129.6"	"104.6"	"327.7"	"120.7"	"97.1"	"124.5"	"98.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q5T5C0"	"Syntaxin-binding protein 5 OS=Homo sapiens GN=STXBP5 PE=1 SV=1"	"0.000"	"False"	"Human"	"16.160"	"6"	"5"	"8"	"5"	"1"	"1151"	"127.5"	"7.28"	"10.40"	"5"	"0"	"0.663"	"1.456"	"0.740"	"1.624"	"1.614"	"113.1"	"257.5"	"106.2"	"294.7"	"170.6"	"255.0"	"176.9"	"143.4"	"181.4"	"158.0"	"113.1"	"214.8"	"94.4"	"258.5"	"115.5"	"198.5"	"143.9"	"120.3"	"167.8"	"136.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q5BJF6"	"Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2 PE=1 SV=1"	"0.000"	"False"	"Human"	"16.145"	"5"	"4"	"6"	"4"	"1"	"829"	"95.3"	"7.62"	"11.51"	"4"	"0"	"1.041"	"1.112"	"1.009"	"1.145"	"1.125"	"593.0"	"529.4"	"500.7"	"711.1"	"569.6"	"570.3"	"475.8"	"496.2"	"621.2"	"506.8"	"593.0"	"441.5"	"445.2"	"623.8"	"385.4"	"443.8"	"387.1"	"416.2"	"574.6"	"438.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q8N490-2"	"Isoform 2 of Probable hydrolase PNKD OS=Homo sapiens GN=PNKD"	"0.000"	"False"	"Human"	"16.127"	"30"	"3"	"9"	"3"	"1"	"142"	"15.4"	"10.58"	"26.45"	"3"	"0"	"0.875"	"2.000"	"1.211"	"1.043"	"2.409"	"225.2"	"448.1"	"226.1"	"268.0"	"257.3"	"452.9"	"224.0"	"186.7"	"256.8"	"188.0"	"225.2"	"373.7"	"201.1"	"235.1"	"174.1"	"352.5"	"182.2"	"156.6"	"237.6"	"162.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"H0UI80"	"Negative elongation factor C/D OS=Homo sapiens GN=TH1L PE=1 SV=1"	"0.000"	"False"	"Human"	"16.123"	"10"	"4"	"4"	"4"	"1"	"599"	"67.3"	"5.21"	"9.84"	"4"	"0"	"1.414"	"1.656"	"1.253"	"0.873"	"1.317"	"103.9"	"112.9"	"75.0"	"64.3"	"73.4"	"94.2"	"68.2"	"59.9"	"73.7"	"71.5"	"103.9"	"94.2"	"66.7"	"56.4"	"49.7"	"73.3"	"55.4"	"50.2"	"68.2"	"61.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"D6RBR1"	"Calpastatin (Fragment) OS=Homo sapiens GN=CAST PE=4 SV=1"	"0.000"	"False"	"Human"	"16.112"	"37"	"4"	"4"	"1"	"1"	"150"	"15.5"	"9.70"	"9.11"	"4"	"0"	"1.042"	"1.410"	"0.769"	"1.039"	"1.087"	"92.3"	"108.7"	"68.6"	"83.1"	"88.6"	"95.9"	"77.1"	"89.2"	"80.0"	"88.2"	"92.3"	"90.7"	"61.0"	"72.9"	"60.0"	"74.6"	"62.8"	"74.8"	"74.0"	"76.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P83876"	"Thioredoxin-like protein 4A OS=Homo sapiens GN=TXNL4A PE=1 SV=1"	"0.000"	"False"	"Human"	"16.103"	"35"	"5"	"11"	"5"	"1"	"142"	"16.8"	"5.85"	"18.21"	"5"	"0"	"1.908"	"2.573"	"1.208"	"1.113"	"2.130"	"701.8"	"959.3"	"559.2"	"389.4"	"367.8"	"874.8"	"372.8"	"462.9"	"349.9"	"410.8"	"701.8"	"800.1"	"497.1"	"341.6"	"248.9"	"680.8"	"303.3"	"388.3"	"323.7"	"355.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96CU9"	"FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens GN=FOXRED1 PE=1 SV=2"	"0.000"	"False"	"Human"	"16.098"	"8"	"4"	"6"	"4"	"1"	"486"	"53.8"	"7.78"	"14.66"	"4"	"0"	"0.847"	"1.077"	"0.662"	"0.992"	"1.049"	"798.2"	"884.8"	"575.3"	"1078.9"	"942.5"	"934.3"	"821.8"	"869.0"	"1087.9"	"891.0"	"798.2"	"738.0"	"511.4"	"946.5"	"637.8"	"727.1"	"668.6"	"728.9"	"1006.3"	"770.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q13523"	"Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens GN=PRPF4B PE=1 SV=3"	"0.000"	"False"	"Human"	"16.097"	"9"	"7"	"11"	"7"	"1"	"1007"	"116.9"	"10.26"	"13.46"	"7"	"0"	"1.437"	"1.741"	"0.930"	"1.012"	"1.820"	"926.1"	"994.0"	"643.2"	"648.4"	"644.7"	"1040.9"	"571.1"	"691.7"	"640.7"	"572.1"	"926.1"	"829.0"	"571.8"	"568.8"	"436.3"	"810.1"	"464.6"	"580.2"	"592.6"	"494.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9C0B1"	"Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens GN=FTO PE=1 SV=3"	"0.000"	"False"	"Human"	"16.048"	"12"	"6"	"6"	"6"	"1"	"505"	"58.2"	"5.22"	"15.00"	"6"	"0"	"1.172"	"1.508"	"1.163"	"0.818"	"1.314"	"472.6"	"567.9"	"395.3"	"319.4"	"403.3"	"488.6"	"376.4"	"340.1"	"390.2"	"372.0"	"472.6"	"473.6"	"351.5"	"280.2"	"272.9"	"380.3"	"306.2"	"285.2"	"361.0"	"321.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q14061"	"Cytochrome c oxidase copper chaperone OS=Homo sapiens GN=COX17 PE=1 SV=2"	"0.000"	"False"	"Human"	"16.045"	"32"	"2"	"5"	"2"	"1"	"63"	"6.9"	"7.24"	"14.97"	"2"	"0"	"0.560"	"3.018"	"1.180"	"1.125"	"5.051"	"84.5"	"343.7"	"99.7"	"148.1"	"151.0"	"364.2"	"113.9"	"84.5"	"131.6"	"72.1"	"84.5"	"286.6"	"88.7"	"129.9"	"102.2"	"283.5"	"92.6"	"70.9"	"121.7"	"62.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"B7Z1P2"	"F-box only protein 44 OS=Homo sapiens GN=FBXO44 PE=2 SV=1"	"0.000"	"False"	"Human"	"16.043"	"12"	"2"	"4"	"2"	"1"	"256"	"28.9"	"8.41"	"10.91"	"2"	"0"	"0.806"	"0.122"	"0.833"	"1.492"	"1.507"	"39.2"	"44.6"	"33.5"	"57.8"	"48.6"	"51.1"	"366.4"	"40.3"	"38.8"	"33.9"	"39.2"	"37.2"	"29.8"	"50.7"	"26.0"	"34.1"	"298.1"	"33.8"	"35.9"	"29.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P25445"	"Tumor necrosis factor receptor superfamily member 6 OS=Homo sapiens GN=FAS PE=1 SV=1"	"0.000"	"False"	"Human"	"16.029"	"10"	"4"	"5"	"4"	"1"	"335"	"37.7"	"7.94"	"14.01"	"4"	"0"	"0.412"	"0.559"	"0.520"	"1.248"	"0.678"	"291.6"	"333.1"	"315.8"	"794.8"	"708.2"	"423.1"	"595.9"	"607.2"	"636.8"	"624.4"	"291.6"	"277.9"	"280.8"	"697.2"	"479.2"	"329.3"	"484.8"	"509.3"	"589.0"	"540.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9BYR6"	"Keratin-associated protein 3-3 OS=Homo sapiens GN=KRTAP3-3 PE=1 SV=1"	"0.000"	"False"	"Human"	"16.005"	"17"	"1"	"15"	"1"	"1"	"98"	"10.4"	"5.69"	"58.08"	"1"	"0"	"2.382"	"0.732"	"24.742"	"1.196"	"0.960"	"938.7"	"318.5"	"6694.9"	"335.0"	"394.2"	"225.3"	"435.1"	"270.6"	"280.2"	"234.8"	"938.7"	"265.6"	"5952.2"	"293.9"	"266.7"	"175.4"	"353.9"	"227.0"	"259.2"	"203.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P13498"	"Cytochrome b-245 light chain OS=Homo sapiens GN=CYBA PE=1 SV=3"	"0.000"	"False"	"Human"	"15.985"	"16"	"3"	"16"	"3"	"1"	"195"	"21.0"	"9.54"	"41.49"	"3"	"0"	"0.545"	"0.559"	"0.762"	"1.848"	"0.323"	"500.7"	"502.3"	"488.4"	"1871.2"	"919.5"	"431.4"	"898.1"	"640.8"	"1012.4"	"1335.9"	"500.7"	"418.9"	"434.2"	"1641.5"	"622.2"	"335.7"	"730.6"	"537.5"	"936.5"	"1155.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P62857"	"40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1"	"0.000"	"False"	"Human"	"15.985"	"30"	"2"	"32"	"2"	"1"	"69"	"7.8"	"10.70"	"81.91"	"2"	"0"	"2.722"	"2.666"	"0.820"	"0.556"	"2.285"	"3248.4"	"2979.1"	"2293.8"	"1119.4"	"1193.3"	"2873.2"	"1117.3"	"2797.5"	"2012.4"	"1257.4"	"3248.4"	"2484.8"	"2039.3"	"982.0"	"807.5"	"2236.0"	"908.9"	"2346.5"	"1861.5"	"1087.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9P000"	"COMM domain-containing protein 9 OS=Homo sapiens GN=COMMD9 PE=1 SV=2"	"0.000"	"False"	"Human"	"15.985"	"27"	"3"	"6"	"3"	"1"	"198"	"21.8"	"5.88"	"18.29"	"3"	"0"	"0.999"	"1.030"	"1.225"	"1.030"	"1.049"	"169.2"	"209.1"	"205.7"	"171.5"	"169.4"	"175.2"	"203.0"	"168.0"	"166.5"	"167.0"	"169.2"	"174.4"	"182.9"	"150.5"	"114.6"	"136.4"	"165.1"	"140.9"	"154.0"	"144.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O95167"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Homo sapiens GN=NDUFA3 PE=1 SV=1"	"0.000"	"False"	"Human"	"15.968"	"42"	"2"	"7"	"2"	"1"	"84"	"9.3"	"8.46"	"20.38"	"2"	"0"	"0.536"	"0.989"	"0.910"	"1.217"	"1.367"	"203.5"	"275.0"	"258.0"	"283.2"	"379.9"	"314.9"	"278.1"	"283.5"	"232.6"	"230.4"	"203.5"	"229.4"	"229.4"	"248.5"	"257.1"	"245.1"	"226.2"	"237.8"	"215.2"	"199.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P13686"	"Tartrate-resistant acid phosphatase type 5 OS=Homo sapiens GN=ACP5 PE=1 SV=3"	"0.000"	"False"	"Human"	"15.966"	"12"	"3"	"8"	"3"	"1"	"325"	"36.6"	"8.70"	"19.68"	"3"	"0"	"1.069"	"0.942"	"1.463"	"2.566"	"1.361"	"283.0"	"393.7"	"357.5"	"593.7"	"264.7"	"306.8"	"418.0"	"244.4"	"231.4"	"225.3"	"283.0"	"328.3"	"317.8"	"520.8"	"179.1"	"238.7"	"340.0"	"205.0"	"214.0"	"195.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P60468"	"Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2"	"0.000"	"False"	"Human"	"15.949"	"22"	"2"	"19"	"2"	"1"	"96"	"10.0"	"11.56"	"51.45"	"2"	"0"	"0.877"	"1.529"	"0.870"	"1.437"	"0.804"	"1927.9"	"2325.9"	"2006.7"	"4215.3"	"2198.6"	"2179.0"	"1520.9"	"2305.7"	"2934.1"	"2711.3"	"1927.9"	"1939.9"	"1784.1"	"3697.9"	"1487.7"	"1695.8"	"1237.3"	"1934.0"	"2714.0"	"2345.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
